"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"北野上小学校","北野上","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",51,135.2926409,34.1835526,"○","","○",945,0,236,945,"海南市孟子174-0","","",""
"北野上公民館","北野上","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",48,135.2975071,34.1842552,"","","",242,0,60,242,"海南市原野326-3","","",""
"防災センター（海南市消防本部）","日方 黒江 船尾","津波時は3階","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆","耐震　","有","○","○","アルファ米、飲料水、毛布、トイレ袋、ビニールシート、メガホン、救急箱、懐中電灯、ラジオ等",9.6,135.20522,34.156596,"○","","○",186,250,46,250,"海南市日方1294-13","「標高」は津波時の避難場所標高を示す。","",""
"拝待体育館","下津","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　津波浸水予測地域","☆","","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",5,135.150189,34.1089604,"○","","○",1526,0,381,1526,"海南市下津町　下津500-1","","",""
"日方小学校","日方","津波時は屋上","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",12.6,135.210305,34.157255,"○","","○",1458,450,364,450,"海南市日方1257","「標高」は津波時の避難場所標高を示す。","",""
"日方公民館","日方","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","","耐震　","有","○","○","アルファ米、飲料水、毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",5,135.2189838,34.1598067,"○","","○",304,0,76,304,"海南市日方839-0","","",""
"南野上小学校","南野上 巽","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　","☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",73,135.271575,34.148234,"○","","○",839,0,209,839,"海南市次ケ谷80-0","","",""
"南野上公民館","南野上 巽","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　","☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",70,135.2713129,34.1477157,"○","","○",132,0,33,132,"海南市次ケ谷80-0","","",""
"内海保育所","内海 大野","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ米、飲料水、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",10,135.2193171,34.1500278,"○","","○",190,0,47,190,"海南市鳥居69-0","","",""
"内海小学校","内海","津波時は屋上","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",12,135.213969,34.149578,"○","","○",1570,550,392,550,"海南市鳥居190","「標高」は津波時の避難場所標高を示す。","",""
"内海公民館","内海","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","津波浸水予測地域","☆☆☆","","耐震　","有","○","○","アルファ米、飲料水、毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",2,135.2111551,34.1502993,"○","","○",300,0,75,300,"海南市鳥居650-1","","",""
"東海南中学校","北野上 中野上","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","浸水予測地域　","","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",42,135.283374,34.164831,"○","","○",1461,0,365,1461,"海南市野上中590-0","","",""
"中野上小学校","南野上 中野上","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",53,135.2856949,34.1602537,"○","","○",1381,0,345,1381,"海南市椋木93-0","","",""
"中野上公民館","南野上 中野上","","海南市","避難所を兼ねる避難場所","崖崩れ・土石流及び地滑り　地震　大規模な火事","","","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",46,135.279089,34.162581,"○","","○",45,0,11,45,"海南市野上中167-5","","",""
"巽中学校","巽","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",64,135.256967,34.154109,"○","","○",1281,0,320,1281,"海南市阪井399-0","","",""
"第三中学校","内海","津波時は4階","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",12.8,135.218736,34.152388,"○","","○",1588,250,397,250,"海南市鳥居15-3","「標高」は津波時の避難場所標高を示す。","",""
"大野小学校","日方 内海 大野","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","土砂災害予測地域　","☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",39,135.228093,34.149337,"○","","○",1754,0,438,1754,"海南市山田91-1","","",""
"大野公民館","内海 大野","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ米、飲料水、毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",13,135.226563,34.1528031,"○","","○",268,0,67,268,"海南市大野中600-2","","",""
"大東小学校","大崎","津波時は屋上","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","浸水予測地域　津波浸水予測地域","☆☆☆","☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",12.1,135.15227,34.123405,"○","","○",1024,500,256,500,"海南市下津町　方1","「標高」は津波時の避難場所標高を示す。","",""
"旧大崎小学校","大崎","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","土砂災害予測地域　","☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",20,135.1334806,34.1336159,"","","",276,0,69,276,"海南市下津町　大崎383-0","","",""
"海南市民交流センター","大崎 下津","津波時は3階","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","","☆☆☆","☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",8.5,135.1506083,34.10897593,"○","","○",938,500,234,500,"海南市下津町　下津500-1","「標高」は津波時の避難場所標高を示す。","",""
"黒江防災コミュニティセンター","日方 黒江 船尾","津波時は屋上","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆","耐震　","有","○","○","アルファ米、飲料水、毛布、保温シート、トイレ袋、マスク、メガホン、救急箱、懐中電灯、ラジオ等",14.2,135.203753,34.16066,"○","","○",306,250,76,250,"海南市船尾222-21","「標高」は津波時の避難場所標高を示す。","",""
"黒江小学校","黒江 船尾","津波時は屋上","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",11.6,135.200419,34.159297,"○","","○",0,0,451,600,"海南市船尾236-4","「標高」は津波時の避難場所標高を示す。","",""
"黒江公民館","日方 黒江 船尾","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","津波浸水予測地域","☆☆☆","","非耐震","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",1,135.2041894,34.1612576,"○","","○",290,0,72,290,"海南市黒江693-4","","",""
"県立海南高等学校","大野","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","","メガホン、救急箱、懐中電灯、ラジオ等",12,135.227785,34.155168,"○","","○",1616,0,404,1616,"海南市大野中651-0","","",""
"亀川中学校","亀川","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",16,135.237647,34.170528,"○","","○",1468,0,367,1468,"海南市且来990-0","","",""
"亀川公民館","亀川","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","浸水予測地域　","☆☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",15,135.2383755,34.1718534,"○","","○",268,0,67,268,"海南市且来272-0","","",""
"海南保健福祉センター","日方 黒江 船尾","津波時は3階","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆","耐震　","有","○","○","アルファ米、飲料水、耐震性貯水槽、毛布、トイレ袋、マスク、おむつ(子ども用)、メガホン、救急箱、懐中電灯、ラジオ等",8.5,135.210198,34.155533,"○","","○",830,300,207,300,"海南市日方1519-10","「標高」は津波時の避難場所標高を示す。","",""
"海南中学校","日方","津波時は屋上","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","浸水予測地域　津波浸水予測地域","☆☆☆","☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",12.6,135.221198,34.158545,"○","","○",1680,400,420,400,"海南市日方962-2","「標高」は津波時の避難場所標高を示す。","",""
"加茂川小学校","大崎 加茂","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　","☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",21,135.186504,34.124657,"","","",956,0,239,956,"海南市下津町　小松原23-0","","",""
"下津第一中学校","下津","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　津波浸水予測地域","☆","","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",5,135.151383,34.108931,"○","","○",1151,0,287,1151,"海南市下津町　下津500-2","","",""
"下津小学校","大崎 下津","津波時は3階","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","津波浸水予測地域","☆","☆","耐震　","有","○","","貯水槽（100ｔ）、毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",9.1,135.153443,34.109713,"○","","○",1564,400,391,400,"海南市下津町　下津477","「標高」は津波時の避難場所標高を示す。","",""
"下津港湾防災管理事務所","下津","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","津波浸水予測地域","☆☆☆","","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",1,135.1447499,34.11089558,"○","","○",202,0,50,202,"海南市下津町　下津3066-16","","",""
"塩津小学校（休校）","塩津","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","土砂災害予測地域　","☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",46,135.165414,34.131978,"○","","○",632,0,158,632,"海南市下津町　塩津908-0","","",""
"こじか保育所","大崎 下津","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","津波浸水予測地域","☆☆☆","","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",4,135.1547584,34.1165411,"○","","○",701,0,175,701,"海南市下津町　上2-1","","",""
"きらら子ども園","巽 中野上","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","","毛布、保温シート、トイレ袋、おむつ（子ども用・大人用）、メガホン、救急箱、懐中電灯、ラジオ等",61,135.273844,34.159611,"○","","○",777,0,194,777,"海南市沖野々434-0","","",""
"海南スポーツセンター","黒江 船尾","津波時は屋上","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","","☆☆☆","☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",12.2,135.198812,34.158279,"○","","○",770,400,192,400,"海南市船尾260-3","「標高」は津波時の避難場所標高を示す。","",""
"旧仁義小学校","仁義","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　","☆","☆☆☆","耐震　","有","○","","トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",102,135.220868,34.123081,"","","",387,0,96,387,"海南市下津町　引尾756-1","","",""
"旧加茂第二小学校","加茂","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","土砂災害予測地域　","☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",66,135.196058,34.116193,"","","",631,0,157,631,"海南市下津町　市坪240-0","","",""
"下津保健福祉センター","大崎 下津","津波時は屋上","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆","耐震　","有","○","○","アルファ米、毛布、保温シート、トイレ袋、マスク、おむつ（子ども用・大人用）、メガホン、救急箱、懐中電灯、ラジオ等",8.3,135.1540626,34.11646058,"○","","○",410,200,102,200,"海南市下津町　上14-6","「標高」は津波時の避難場所標高を示す。","",""
"下津第二中学校","大崎","津波時は3階","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","","☆☆☆","☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",7.4,135.164593,34.128197,"○","","○",1650,400,412,400,"海南市下津町　下287-2","「標高」は津波時の避難場所標高を示す。","",""
"亀川小学校","亀川","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",15,135.238447,34.171471,"○","","○",1545,0,386,1545,"海南市且来655-0","","",""
"黒江・船尾地区避難所（旧室山保育所）","黒江 船尾 亀川","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","","☆☆☆","☆☆☆","非耐震","","","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",8,135.2074294,34.1686702,"","","",0,0,32,130,"海南市黒江222-0","","",""
"海南下津高等学校","大崎","津波時は3階","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","","☆☆☆","☆☆","非耐震","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",8.3,135.157686,34.127646,"○","","○",0,0,223,200,"海南市下津町　丸田87-0","「標高」は津波時の避難場所標高を示す。","",""
"下津防災コミュニティセンター（下津行政局）","大崎","津波時は屋上","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","津波浸水予測地域","☆☆","☆","耐震　","有","○","○","アルファ米、飲料水、毛布、保温シート、トイレ袋、トイレテント、簡易トイレ、メガホン、救急箱、懐中電灯、ラジオ等",8.6,135.155988,34.125361,"○","","○",0,0,55,400,"海南市下津町　丸田217-1","「標高」は津波時の避難場所標高を示す。","",""
"巽コミュニティセンター","巽","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",48,135.2552781,34.1573677,"","","",214,0,53,214,"海南市阪井274-0","","",""
"住民センター","巽 中野上","","海南市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","","毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等",59,135.2736727,34.1604143,"○","","○",426,0,106,426,"海南市沖野々443-5","","",""
