"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"浜宮小学校","名草","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置",2.6,135.1962093,34.1706047,"○","","",4630,8133,1543,4254,"和歌山市内原778-16","屋内避難場所","指定緊急避難場所","指定避難所"
"県立医科大学保健看護学部（体育館）","名草","津波予想時使用不可","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆","","耐震　","有","○","○","アルファ化米・乾パン・飲料水・トイレ処理セット・緊急対応型ラジオ",2.2,135.190339,34.1948216,"","","",652,0,217,217,"和歌山市三葛580-0","内避難場所
津波予想時使用不","指定緊急避難場所","指定避難所"
"中之島小学校","中之島　本町","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",3.6,135.1857785,34.2396308,"○","","",4834,3553,1611,2795,"和歌山市中之島1491-0","屋内避難場所","指定緊急避難場所","指定避難所"
"県立体育館（駐車場含む）","中之島　本町","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・トイレ処理セット・緊急対応型ラジオ",5.6,135.1868293,34.237371,"","","",5160,1928,1719,2361,"和歌山市中之島2238-0","屋内避難場所","指定緊急避難場所","指定避難所"
"北コミュニティセンター","直川","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・トイレ処理セット・緊急対応型ラジオ",7.2,135.219934,34.259674,"","","",2121,0,707,707,"和歌山市直川326-7","屋内避難場所","指定緊急避難場所","指定避難所"
"直川小学校","直川","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",15.3,135.215677,34.2639465,"○","","",3197,5957,1065,3050,"和歌山市直川1253-0","屋内避難場所","指定緊急避難場所","指定避難所"
"高松小学校","高松","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",4.2,135.1732151,34.2083352,"○","","",5523,3897,1841,3140,"和歌山市東高松２丁目4-45","屋内避難場所","指定緊急避難場所","指定避難所"
"きのくに志学館","高松","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・トイレ処理セット・緊急対応型ラジオ",6.1,135.168894,34.2074395,"","","",1766,1316,588,1026,"和歌山市西高松１丁目7-38","屋内避難場所","指定緊急避難場所","指定避難所"
"大新小学校","大新　本町","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",2.9,135.1814638,34.233039,"○","","",3743,3674,1247,2471,"和歌山市新大工町23-0","屋内避難場所","指定緊急避難場所","指定避難所"
"西和中学校","砂山　今福（吹上　芦原）","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",4.8,135.1640062,34.2151996,"○","","",7528,16700,2509,8075,"和歌山市砂山南３丁目3-9","屋内避難場所","指定緊急避難場所","指定避難所"
"砂山小学校","砂山","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",4,135.1626731,34.2183027,"○","","",3957,5062,1319,3006,"和歌山市砂山南２丁目1-52","屋内避難場所","指定緊急避難場所","指定避難所"
"県立和歌山商業高等学校","砂山（吹上　今福　芦原）","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・トイレ処理セット・緊急対応型ラジオ",4.3,135.161468,34.2157493,"","","",9148,35688,3049,14945,"和歌山市砂山南３丁目3-94","屋内避難場所","指定緊急避難場所","指定避難所"
"新南小学校","新南","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置",2.2,135.1890831,34.2269248,"○","","",4302,4058,1434,2786,"和歌山市木広町４丁目23-0","屋内避難場所","指定緊急避難場所","指定避難所"
"城東中学校","新南　大新（広瀬）","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",3.5,135.1857455,34.2300877,"○","","",6034,8002,2011,4678,"和歌山市美園町２丁目63-0","屋内避難場所","指定緊急避難場所","指定避難所"
"ふれ愛センター","新南","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・緊急対応型ラジオ",2.3,135.1902782,34.2269681,"","","",863,0,287,287,"和歌山市木広町５丁目1-9","屋内避難場所（兼福祉避難所）","指定緊急避難場所","指定避難所"
"四箇郷北小学校","四箇郷","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置",4.9,135.2002508,34.2503419,"○","","",4551,7417,1517,3989,"和歌山市有本321-0","屋内避難場所","指定緊急避難場所","指定避難所"
"四箇郷小学校","四箇郷","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",4.6,135.2007109,34.2464501,"○","","",4546,4172,1515,2905,"和歌山市有本183-0","屋内避難場所","指定緊急避難場所","指定避難所"
"紀之川中学校","四箇郷（中之島）","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",0.8,135.1899213,34.2462935,"○","","",7331,14943,2443,7424,"和歌山市有本668-1","屋内避難場所","指定緊急避難場所","指定避難所"
"三田小学校","三田","津波時は３階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",2.1,135.2049079,34.1989928,"○","","",4700,6729,1566,3809,"和歌山市和田419-1","屋内避難場所","指定緊急避難場所","指定避難所"
"和歌山工業高等学校","雑賀（高松　雑賀崎）","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・緊急対応型ラジオ",1.7,135.1606507,34.2016725,"","","",23072,12977,7690,12015,"和歌山市西浜３丁目6-1","屋内避難場所","指定緊急避難場所","指定避難所"
"西浜中学校","雑賀（高松　雑賀崎）","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",3.5,135.1622911,34.2045119,"○","","",8248,9525,2749,5924,"和歌山市西小二里１丁目6-1","屋内避難場所","指定緊急避難場所","指定避難所"
"星林高等学校","雑賀（高松　雑賀崎）","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・緊急対応型ラジオ",4.4,135.1638779,34.1984133,"","","",9576,16000,3192,8525,"和歌山市西浜２丁目9-9","屋内避難場所","指定緊急避難場所","指定避難所"
"松下体育館","雑賀","津波予想時使用不可","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　大規模な火事","津波浸水予測地域","☆","","耐震　","有","○","○","アルファ化米・乾パン・飲料水・緊急対応型ラジオ",1.1,135.1584111,34.1950847,"","","",1931,0,643,643,"和歌山市西浜1037-0","内避難場所
津波予想時使用不可","指定緊急避難場所","指定避難所"
"雑賀小学校","雑賀","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",4.2,135.1652794,34.1993291,"○","","",6584,4238,2194,4284,"和歌山市西浜１丁目4-48","屋内避難場所","指定緊急避難場所","指定避難所"
"雑賀崎小学校","雑賀崎　田野","津波予想時使用不可","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　大規模な火事","津波浸水予測地域","☆☆☆","","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",2.7,135.1506617,34.1925148,"○","","",2923,6400,974,3107,"和歌山市西浜1148-0","内避難場所
津波予想時使用不","指定緊急避難場所","指定避難所"
"和歌山北高等学校","楠見","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・トイレ処理セット・緊急対応型ラジオ",2.5,135.1700077,34.2548965,"","","",9522,17521,3174,9014,"和歌山市市小路388-0","屋内避難場所","指定緊急避難場所","指定避難所"
"楠見東小学校","楠見","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",4.1,135.1814187,34.2572732,"○","","",4766,7132,1588,3965,"和歌山市善明寺150-1","屋内避難場所","指定緊急避難場所","指定避難所"
"楠見中学校","楠見","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",54.9,135.1801613,34.2663996,"○","","",6700,14570,2233,7089,"和歌山市善明寺706-0","屋内避難場所","指定緊急避難場所","指定避難所"
"楠見西小学校","楠見","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",3.5,135.1677049,34.2576402,"○","","",4296,5704,1431,3332,"和歌山市市小路31-0","屋内避難場所","指定緊急避難場所","指定避難所"
"楠見小学校","楠見","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置",3.6,135.1759572,34.259043,"○","","",6083,10011,2027,5364,"和歌山市大谷349-2","屋内避難場所","指定緊急避難場所","指定避難所"
"河北コミュニティセンター","楠見","津波時は2階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆☆","☆☆","耐震　","有","○","","緊急対応型ラジオ",2.4,135.1634717,34.254355,"","","",2082,0,693,693,"和歌山市市小路192-3","屋内避難場所","指定緊急避難場所","指定避難所"
"木本小学校","木本","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",2.1,135.126802,34.2573866,"○","","",5973,4879,1991,3617,"和歌山市榎原255-0","屋内避難場所","指定緊急避難場所","指定避難所"
"藤戸台小学校","貴志","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　津波　大規模な火事","","☆☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",106,135.155021,34.269665,"○","","",6332,7528,2110,4619,"和歌山市栄谷974-245","屋内避難場所","指定緊急避難場所","指定避難所"
"和歌山大学","貴志","体育館","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","","☆","☆☆☆","耐震　","有","○","","緊急対応型ラジオ",68,135.153285,34.2674457,"","","",2100,0,700,700,"和歌山市栄谷930-0","屋内避難場所","指定緊急避難場所","指定避難所"
"市民体育館","貴志","津波時は2階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆","☆☆","耐震　","有","○","","緊急対応型ラジオ",2.3,135.1393051,34.2530625,"","","",3653,0,1217,1217,"和歌山市土入318-1","屋内避難場所","指定緊急避難場所","指定避難所"
"貴志南小学校","貴志","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",2.5,135.1400455,34.2569583,"○","","",4461,6735,1487,3732,"和歌山市中野11-1","屋内避難場所","指定緊急避難場所","指定避難所"
"貴志中学校","貴志","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","","☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",40,135.1434851,34.2677535,"○","","",6438,20429,2145,8954,"和歌山市梅原579-2","屋内避難場所","指定緊急避難場所","指定避難所"
"貴志小学校","貴志　野崎","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",3.2,135.1502235,34.2599671,"○","","",5144,4621,1714,3254,"和歌山市栄谷895-2","屋内避難場所","指定緊急避難場所","指定避難所"
"紀伊中学校","紀伊（川永　山口　直川）","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","","☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",27.2,135.2441437,34.2712263,"○","","",7367,15069,2455,7478,"和歌山市北野544-1","屋内避難場所","指定緊急避難場所","指定避難所"
"紀伊小学校","紀伊","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",16.8,135.2379056,34.2668364,"○","","",5137,3526,1712,2887,"和歌山市弘西321-0","屋内避難場所","指定緊急避難場所","指定避難所"
"川永小学校","川永","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",10.1,135.2560058,34.2568664,"○","","",4534,4556,1511,3029,"和歌山市楠本285-0","屋内避難場所","指定緊急避難場所","指定避難所"
"休暇村紀州加太","加太","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","☆☆☆","耐震　","有","○","","緊急対応型ラジオ",107.7,135.0724703,34.2928015,"","","",6644,0,115,115,"和歌山市深山483-0","屋内避難場所","指定緊急避難場所","指定避難所"
"加太中学校","加太","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆☆","☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",2.4,135.0773638,34.2750821,"○","","",3801,6434,1266,3410,"和歌山市加太2692-1","屋内避難場所","指定緊急避難場所","指定避難所"
"加太小学校","加太","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置",2.4,135.0762646,34.2748363,"○","","",3990,5222,1329,3069,"和歌山市加太1210-0","屋内避難場所","指定緊急避難場所","指定避難所"
"市民会館","雄湊","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆☆☆","☆☆","非耐震","有","○","○","アルファ化米・乾パン・飲料水・緊急対応型ラジオ",4.7,135.164377,34.2343873,"","","",7262,0,2420,2420,"和歌山市伝法橋南ノ丁7-0","屋内避難場所","指定緊急避難場所","指定避難所"
"あいあいセンター","雄湊","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・緊急対応型ラジオ",5.8,135.1676961,34.2305989,"","","",5273,0,1757,1757,"和歌山市小人町29-0","屋内避難場所（兼福祉避難所）","指定緊急避難場所","指定避難所"
"県立和歌山高等学校","小倉（和佐　西和佐）","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・トイレ処理セット・緊急対応型ラジオ",20.3,135.2896603,34.2373091,"","","",11148,14791,3716,8646,"和歌山市新庄188-0","屋内避難場所","指定緊急避難場所","指定避難所"
"小倉小学校","小倉","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",14.1,135.2874994,34.2435955,"○","","",4692,6581,1563,3756,"和歌山市新庄348-0","屋内避難場所","指定緊急避難場所","指定避難所"
"和歌山東高等学校","岡崎　安原（西山東　東山東）","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・トイレ処理セット・緊急対応型ラジオ",3.3,135.2260147,34.2075754,"","","",11155,13730,3718,8294,"和歌山市森小手穂136-0","屋内避難場所","指定緊急避難場所","指定避難所"
"東部コミュニティセンター","岡崎","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆","☆☆☆","耐震　","有","○","○","乾パン・飲料水・毛布・トイレ処理セット・緊急対応型ラジオ",2.2,135.2268305,34.2060435,"","","",1510,0,503,503,"和歌山市寺内665-0","屋内避難場所","指定緊急避難場所","指定避難所"
"岡崎小学校","岡崎","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",4.1,135.2200774,34.2147905,"○","","",3896,6602,1298,3498,"和歌山市寺内426-0","屋内避難場所","指定緊急避難場所","指定避難所"
"今福小学校","今福　雑賀","","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",5.8,135.1636348,34.2087299,"○","","",3471,6591,1157,3354,"和歌山市今福３丁目7-46","屋内避難場所","指定緊急避難場所","指定避難所"
"中央コミュニティセンター","芦原　広瀬","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","☆☆","耐震　","有","○","","緊急対応型ラジオ",3.2,135.1835823,34.2232994,"","","",2073,0,690,690,"和歌山市三沢町１丁目2-0","屋内避難場所","指定緊急避難場所","指定避難所"
"芦原小学校","芦原","津波時は3階以上","和歌山市","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事","津波浸水予測地域","☆☆☆","☆","耐震　","有","○","○","アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ",1.5,135.1821562,34.2196463,"○","","",4991,4529,1663,3172,"和歌山市雄松町４丁目25-0","屋内避難場所","指定緊急避難場所","指定避難所"
