名称,避難が予想される住民の地区名,,,指定場所,市町村名,種別,災害区分,"土砂災害・浸水・津波浸水予測地域","緊急避難先レベル",,耐震性,備蓄の有無,備蓄品目,,,標高（m）,"経度：東経(世界測地系10進法)","緯度：北緯(世界測地系10進法)",発電機,,,"施設面積（㎡）",,収容人数,収容人数(一時）,所在地,備考
,,,,,,,,,風水害,津波,,,備蓄の有無,食料の有無,備蓄品目,,,,発電機の有無,発動発電機（可搬型）,自家発電機,屋内,屋外,,,,
裏山３－①,南,,,※津波一時避難場所,由良町,避難場所,地震　津波,土砂災害予測地域　,,☆☆,,,,,,9.2,135.1197917 ,33.9589029 ,,,,,,,,由良町大字里,
南消防車庫付近,南,,,※津波一時避難場所,由良町,避難場所,地震　津波,土砂災害予測地域　,,☆☆☆,,有,○,,資機材,11.2,135.1218333 ,33.9578261 ,,,,,,,,由良町大字里,
国道上（元オートスナック付近）,里 南,,,※津波一時避難場所,由良町,避難場所,地震　津波,土砂災害予測地域　,,☆☆☆,,,,,,29,135.1227639 ,33.9580376 ,,,,,,,,由良町大字里,
国道トンネル付近,里 南,,,※津波一時避難場所,由良町,避難場所,地震　津波,土砂災害予測地域　,,☆☆☆,,,,,,12.5,135.1221000 ,33.9572000 ,,,,,,,,由良町大字里,
高台（国道合流部付近）,里 横浜  南,,,※津波一時避難場所,由良町,避難場所,地震　津波,,,☆☆☆,,,,,,14.7,135.1240990 ,33.9597780 ,,,,,,,,由良町大字里,
国道上,里 横浜,,,※津波一時避難場所,由良町,避難場所,地震　津波,土砂災害予測地域　,,☆☆☆,,,,,,11.5,135.1232361 ,33.9616592 ,,,,,,,,由良町大字里,
里消防車庫付近,里,,,※津波一時避難場所,由良町,避難場所,地震　津波,土砂災害予測地域　,,☆☆,,有,○,,資機材,8.2,135.1255310 ,33.9598580 ,,,,,,,,由良町大字里,
トンネル出口付近,里,,,※津波一時避難場所,由良町,避難場所,地震　津波,土砂災害予測地域　,,☆☆☆,,,,,,13.8,135.1261528 ,33.9610653 ,,,,,,,,由良町大字里,
高台③,里,,,※津波一時避難場所,由良町,避難場所,地震　津波,土砂災害予測地域　,,☆☆☆,,,,,,17.9,135.1263360 ,33.9585410 ,,,,,,,,由良町大字里,
高台②,里,,,※津波一時避難場所,由良町,避難場所,地震　津波,,,☆☆☆,,,,,,15.3,135.1260360 ,33.9617000 ,,,,,,,,由良町大字里,
高台①,里,,,※津波一時避難場所,由良町,避難場所,地震　津波,,,☆☆☆,,,,,,18.1,135.1279880 ,33.9645120 ,,,,,,,,由良町大字里,
小山地蔵付近,里,,,※津波一時避難場所,由良町,避難場所,地震　津波,,,☆☆☆,,,,,,11.9,135.1279306 ,33.9659388 ,,,,,,,,由良町大字里,
ＪＡ紀州付近,里,,,※津波一時避難場所,由良町,避難場所,地震　津波,土砂災害予測地域　津波浸水予測地域,,☆,,,,,,9.4,135.1250556 ,33.9667660 ,,,,,,,,由良町大字里,
中紀バス付近,里,,,※津波一時避難場所,由良町,避難場所,地震　津波,土砂災害予測地域　,,☆☆☆,,,,,,18.1,135.1259028 ,33.9686585 ,,,,,,,,由良町大字里,
大引老人憩の家,大引,,,※地震時は屋外のみ,由良町,避難所を兼ねる避難場所,地震　津波,土砂災害予測地域　,☆（注）,☆☆☆,,有,○,,資機材,13.5,135.0859227 ,33.9702612 ,,,,82,,41,,由良町大字大引709,
里集会所,里,,,※地震時は屋外のみ,由良町,避難所を兼ねる避難場所,洪水　地震　津波,土砂災害予測地域　津波浸水予測地域,,☆,,有,○,,資機材,7.4,135.1262180 ,33.9641210 ,,,,99,,49,,由良町大字里763-1,
