名称,避難が予想される住民の地区名,,,指定場所,市町村名,種別,災害区分,"土砂災害・浸水・津波浸水予測地域","緊急避難先レベル",,耐震性,備蓄の有無,備蓄品目,,,標高（m）,"経度：東経(世界測地系10進法)","緯度：北緯(世界測地系10進法)",発電機,,,"施設面積（㎡）",,収容人数,収容人数(一時）,所在地,備考
中野上小学校,南野上 中野上,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,53,135.2856949 ,34.1602537 ,○,,○,,,690,1381,海南市椋木93,
中野上公民館,南野上 中野上,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,46,135.2790890 ,34.1625810 ,○,,○,,,22,45,海南市野上中167-5,
巽中学校,巽,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,64,135.2569670 ,34.1541090 ,○,,○,,,640,1281,海南市阪井399,
第三中学校,内海,,,津波時は4階,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,津波浸水予測地域,☆☆☆,☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,4,135.2187360 ,34.1523880 ,○,,○,,,794,250,海南市鳥居15-3,
大野小学校,日方 内海 大野,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　,☆,☆☆☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,39,135.2280930 ,34.1493370 ,○,,○,,,877,1754,海南市山田91-1,
大野公民館,内海 大野,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,○,アルファ米、飲料水、毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,13,135.2265630 ,34.1528031 ,○,,○,,,134,268,海南市大野中600-2,
大東小学校,大崎,,,津波時は屋上,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,浸水予測地域　津波浸水予測地域,☆,☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,2,135.1522700 ,34.1234050 ,○,,○,,,512,500,海南市下津町　方1,
（旧）大崎小学校,大崎,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　,☆,☆☆☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,20,135.1334806 ,34.1336159 ,○,,○,,,275,550,海南市下津町　大崎383,
海南市民交流センター,大崎 下津,,,津波時は3階,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,5,135.1508525 ,34.1089933 ,○,,○,,,469,500,海南市下津町　下津500,
黒江防災コミュニティセンター,日方 黒江 船尾,,,津波時は屋上,海南市,避難所を兼ねる避難場所,津波,津波浸水予測地域,☆☆☆,☆,耐震　,有,○,○,アルファ米、飲料水、毛布、保温シート、トイレ袋、マスク、メガホン、救急箱、懐中電灯、ラジオ等,1,135.2037530 ,34.1606600 ,○,,○,,,153,250,海南市船尾222-21,
黒江小学校,黒江 船尾,,,津波時は屋上,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,津波浸水予測地域,☆☆☆,☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,0.6,135.2004190 ,34.1592970 ,○,,○,,,903,600,海南市船尾236-4,
黒江公民館,日方 黒江 船尾,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,津波浸水予測地域,☆☆☆,,非耐震,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,1,135.2041894 ,34.1612576 ,○,,○,,,145,290,海南市黒江693-4,
県立海南高等学校,大野,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,浸水予測地域　,☆☆☆,,耐震　,有,○,,メガホン、救急箱、懐中電灯、ラジオ等,12,135.2277850 ,34.1551680 ,○,,○,,,1218,2436,海南市大野中651,
亀川中学校,亀川,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,16,135.2376470 ,34.1705280 ,○,,○,,,576,1152,海南市且来990,
亀川公民館,亀川,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,浸水予測地域　,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,15,135.2383755 ,34.1718534 ,○,,○,,,134,268,海南市且来272,
海南保健福祉センター,日方 黒江 船尾,,,津波時は3階,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,津波浸水予測地域,☆☆☆,☆,耐震　,有,○,○,アルファ米、飲料水、耐震性貯水槽、毛布、トイレ袋、マスク、おむつ(子ども用)、メガホン、救急箱、懐中電灯、ラジオ等,1,135.2101980 ,34.1555330 ,○,,○,,,415,300,海南市日方1519-10,
海南中学校,日方,,,津波時は屋上,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,津波浸水予測地域,☆,☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,5,135.2211980 ,34.1585450 ,○,,○,,,840,400,海南市日方962-2,
加茂川小学校,大崎 加茂,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,21,135.1865040 ,34.1246570 ,○,,○,,,478,956,海南市下津町　小松原23,
下津第一中学校,下津,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　津波浸水予測地域,☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,5,135.1513830 ,34.1089310 ,○,,○,,,575,1151,海南市下津町　下津500-2,
下津小学校,大崎 下津,,,津波時は3階,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,津波浸水予測地域,☆☆☆,☆,耐震　,有,○,,貯水槽（100ｔ）、毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,5,135.1534430 ,34.1097130 ,○,,○,,,782,400,海南市下津町　下津477,
下津港湾防災管理事務所,下津,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,津波浸水予測地域,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,1,135.1445282 ,34.1110193 ,○,,○,,,101,202,海南市下津町　下津3066-16,
塩津小学校,塩津,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　,☆,☆☆☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,46,135.1654140 ,34.1319780 ,○,,○,,,316,632,海南市下津町　塩津908,
こじか保育所,大崎 下津,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,津波浸水予測地域,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,4,135.1547584 ,34.1165411 ,○,,○,,,350,701,海南市下津町　上2-1,
きらら子ども園,巽 中野上,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,毛布、保温シート、トイレ袋、おむつ（子ども用・大人用）、メガホン、救急箱、懐中電灯、ラジオ等,61,135.2738440 ,34.1596110 ,○,,○,,,388,777,海南市沖野々434,
海南市民会館,日方,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,津波浸水予測地域,☆☆☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,1,135.2096364 ,34.1559106 ,○,,○,,,243,486,海南市日方1271-108,
海南スポーツセンター,黒江 船尾,,,津波時は屋上,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,1,135.1988120 ,34.1582790 ,○,,○,,,385,400,海南市船尾260-3,
内海小学校冷水分校,冷水,,,,海南市,避難所を兼ねる避難場所,地震　,土砂災害予測地域　,,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,18,135.1883730 ,34.1426720 ,○,,○,,,94,189,海南市冷水494,
（旧）仁義小学校,仁義,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,102,135.2208680 ,34.1230810 ,○,,○,,,193,387,海南市下津町　引尾756-1,
（旧）加茂第二小学校,加茂,,,,海南市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,毛布、トイレ袋、メガホン、救急箱、懐中電灯、ラジオ等,66,135.1960580 ,34.1161930 ,○,,○,,,315,631,海南市下津町　市坪240,
養護老人ホーム海南市立白寿荘,,,,,海南市,福祉避難所,,,,,,,,,,,135.2565560 ,34.1726778 ,,,,,,,,海南市小野田820-1,
養護老人ホーム橘寮,,,,,海南市,福祉避難所,,,,,,,,,,,135.1439854 ,34.1250618 ,,,,,,,,海南市下津町　方674-1,
特別養護老人ホーム　天美苑,,,,,海南市,福祉避難所,,,,,,,,,,,135.3088979 ,34.1961285 ,,,,,,,,海南市七山964-1,
特別養護老人ホーム　かぐのみ苑,,,,,海南市,福祉避難所,,,,,,,,,,,135.1573614 ,34.1340333 ,,,,,,,,海南市下津町　丸田1111-1,
介護老人福祉施設　緑風苑,,,,,海南市,福祉避難所,,,,,,,,,,,135.2998129 ,34.1903178 ,,,,,,,,海南市孟子709-1,
特別養護老人ホーム海南市立南風園,,,,,海南市,福祉避難所,,,,,,,,,,,135.2758987 ,34.1548720 ,,,,,,,,海南市木津233-40,
てぃえどーる（太陽の丘）,,,,,海南市,福祉避難所,,,,,,,,,,,135.2841400 ,34.1269388 ,,,,,,,,海南市上谷807-1,
海南市下津保健福祉センター,,,,,海南市,福祉避難所,,,,,,,,,,,135.1541029 ,34.1164417 ,,,,,,,,海南市下津町　上14-6,
海南市海南保健福祉センター,,,,,海南市,福祉避難所,,,,,,,,,,,135.2102371 ,34.1554483 ,,,,,,,,海南市日方1519-10,
とんだ池周辺,黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,14,135.1995600 ,34.1622670 ,,,,,,,,海南市船尾297,
願称寺周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.1349088 ,34.1332114 ,,,,,,,,海南市下津町　大崎398,
常行寺周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,9.6,135.1328060 ,34.1329210 ,,,,,,,,海南市下津町　大崎357,
丁区パイロット農道周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,43,135.1580260 ,34.1183870 ,,,,,,,,海南市下津町　丁500,
三郷八幡神社,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,74,135.1605800 ,34.1213270 ,,,,,,,,海南市下津町　丁238,
高田機工（株）高友寮,大崎  ,,,津波時は屋上,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,1,135.1490460 ,34.1230770 ,,,,,,150,,海南市下津町　方389,
女良農道周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,29,135.1487940 ,34.1329370 ,,,,,,,,海南市下津町　大崎1336,
方北地区高台③,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.1484350 ,34.1260760 ,,,,,,,,海南市下津町　方31,
方北地区高台①,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.1504790 ,34.1239490 ,,,,,,,,海南市下津町　方840,
海南市民交流センター立体駐車場（最上段）,下津,,,津波時は最上段,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,5,135.1504040 ,34.1093730 ,,,,,,1100,,海南市下津町　下津500-1,
下津消防署（屋上）,下津,,,津波時は屋上,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,5,135.1497250 ,34.1093440 ,,,,,,400,,海南市下津町　下津518-6,
下津最終処分場周辺,下津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,10,135.1282570 ,34.1135570 ,,,,,,,,海南市下津町　下津3103,
山崎団地,黒江 亀川 ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,10,135.2103640 ,34.1725270 ,,,,,,,,海南市岡田1233-5,
猪ノ子山周辺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,40,135.2364410 ,34.1758440 ,,,,,,,,海南市多田1404,
新日鐵住金避難マウンド,船尾,,,,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,15,135.2002950 ,34.1558680 ,,,,,,1500,,海南市船尾260-100,
池崎山西側周辺,黒江 船尾,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,13,135.2053590 ,34.1603120 ,,,,,,,,海南市日方1237,
室山保育所周辺,黒江 亀川,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.2078540 ,34.1680660 ,,,,,,,,海南市黒江1204,
弘誓寺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,12,135.2194030 ,34.1689050 ,,,,,,,,海南市岡田780,
専応寺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,11,135.2181751 ,34.1704647 ,,,,,,,,海南市岡田975-1,
且来八幡神社東参道,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,19.2,135.2408930 ,34.1711600 ,,,,,,,,海南市且来625,
大明神池西,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,25.5,135.2357920 ,34.1664550 ,,,,,,,,海南市且来1069-5,
大明神池東,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,19.2,135.2365210 ,34.1672490 ,,,,,,,,海南市且来1065,
春日ふれあい広場,大野,,,,海南市,避難場所,津波,津波浸水予測地域,,☆☆☆,,,,,,11,135.2257920 ,34.1565780 ,,,,,,,,海南市大野中1056,
パル・シャトー海南（4階以上）,日方  ,,,津波時は4階以上,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,2,135.2083260 ,34.1571640 ,,,,,,170,,海南市日方1272-1,
和歌山プリンスイン海南（4階以上）,日方  ,,,津波時は4階以上,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,2,135.2110750 ,34.1543880 ,,,,,,100,,海南市日方1521-1,
JR海南駅（プラットホーム）,日方  ,,,津波時はプラットホーム,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,3,135.2143370 ,34.1543590 ,,,,,,2100,,海南市名高187-8,
県営駅前団地（４階以上）,日方  ,,,津波時は４階以上,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,3,135.2125421 ,34.1590229 ,,,,,,350,,海南市日方1500-6,
日方集会所奥高台,日方,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,13,135.2215840 ,34.1605380 ,,,,,,,,海南市日方1401,
和歌山大学海南宿舎2号棟（屋上）,日方  ,,,津波時は屋上,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,5,135.2202212 ,34.1588492 ,,,,,,70,,海南市日方930,
和歌山大学海南宿舎1号棟（屋上）,日方  ,,,津波時は屋上,海南市,避難場所,津波,津波浸水予測地域,,☆,,,,,,5,135.2202212 ,34.1588492 ,,,,,,100,,海南市日方930,
方集会所周辺高台,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.1528400 ,34.1146450 ,,,,,,,,海南市下津町　方48-7,
大東小学校周辺農道,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,25.5,135.1523520 ,34.1255340 ,,,,,,,,海南市下津町　丸田384,
大崎グラウンド,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,23,135.1312670 ,34.1358290 ,,,,,,,,海南市下津町　大崎884,
三郷八幡神社参道,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.1564560 ,34.1229780 ,,,,,,,,海南市下津町　丁160,
黒田地区高台,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,19,135.1595430 ,34.1224460 ,,,,,,,,海南市下津町　黒田186,
加茂神社,大崎 加茂 ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,51.2,135.1687240 ,34.1309470 ,,,,,,,,海南市下津町　下567,
戸坂峠,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,50,135.1565280 ,34.1355360 ,,,,,,,,海南市下津町　丸田1158,
かぐのみ苑周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,34.7,135.1573380 ,34.1338270 ,,,,,,,,海南市下津町　丸田1111-1,
万葉歌碑周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,14.9,135.1344970 ,34.1277300 ,,,,,,,,海南市下津町　大崎2,
旧街道,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,10,135.1544760 ,34.1191970 ,,,,,,,,海南市下津町　方867,
小島谷農道周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,14.6,135.1517980 ,34.1156890 ,,,,,,,,海南市下津町　方976,
宮ノ谷地区裏山周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,20,135.1499890 ,34.1180180 ,,,,,,,,海南市下津町　方1092,
硯地区裏山周辺,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.1459070 ,34.1226230 ,,,,,,,,海南市下津町　方1430,
方北地区高台②,大崎  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15,135.1497730 ,34.1248090 ,,,,,,,,海南市下津町　方793,
大正池周辺,下津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,18,135.1375220 ,34.1066610 ,,,,,,,,海南市下津町　下津1831,
外瀬山周辺,下津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,26,135.1401190 ,34.1087820 ,,,,,,,,海南市下津町　下津1514,
市道硯楠戸線周辺,下津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,16.1,135.1445710 ,34.1187680 ,,,,,,,,海南市下津町　方1334,
楠戸山中腹周辺,下津  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,14,135.1472430 ,34.1130170 ,,,,,,,,海南市下津町　下津119,
市道赤松楠戸線周辺,大崎 下津 ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,36.6,135.1490180 ,34.1107520 ,,,,,,,,海南市下津町　下津341,
小中地蔵周辺,内海 大野,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,17,135.2211780 ,34.1492510 ,,,,,,,,海南市鳥居518,
温水プール周辺,日方 大野 亀川,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,31.4,135.2278380 ,34.1639040 ,,,,,,,,海南市且来1387-3,
岡田八幡宮周辺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,16,135.2255500 ,34.1726730 ,,,,,,,,海南市岡田1181,
二つ池周辺高台,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,30,135.2269070 ,34.1688710 ,,,,,,,,海南市且来922,
室山地区高台,黒江,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,17,135.2055480 ,34.1691550 ,,,,,,,,海南市黒江127,
国主神社周辺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,15.8,135.2399800 ,34.1775520 ,,,,,,,,海南市多田714,
教法寺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,14,135.2136460 ,34.1685360 ,,,,,,,,海南市岡田698,
地福寺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,8.7,135.2131260 ,34.1728750 ,,,,,,,,海南市岡田992,
永楽寺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,19.5,135.2292000 ,34.1697060 ,,,,,,,,海南市且来866,
且来招魂山周辺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,30.5,135.2298010 ,34.1711010 ,,,,,,,,海南市且来840,
弁財天山周辺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,24.7,135.2330200 ,34.1738290 ,,,,,,,,海南市且来1472,
松尾寺周辺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,24,135.2376490 ,34.1744320 ,,,,,,,,海南市且来1221,
且来八幡神社西参道,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,24.7,135.2387960 ,34.1700120 ,,,,,,,,海南市且来1316,
大明神池周辺,亀川  ,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,40.6,135.2369680 ,34.1659840 ,,,,,,,,海南市且来1028,
井田児童会館周辺,大野,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,23.1,135.2236450 ,34.1550440 ,,,,,,,,海南市大野中1056-6,
春日神社周辺,大野,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,36.7,135.2267920 ,34.1563540 ,,,,,,,,海南市大野中340,
寶性院周辺,内海,,,,海南市,避難場所,津波,,,☆☆☆,,,,,,25,135.2187100 ,34.1466340 ,,,,,,,,海南市鳥居420-3,
