"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"滝区民会館","滝","","白浜町","避難所","洪水　","","","","","","","","",0,135.542957,33.6707059,"","","",0,0,7,0,"白浜町市鹿野1288-2","","",""
"大区民会館","大","","白浜町","避難所","洪水　","浸水予測地域　","","","","","","","",0,135.508293,33.6475122,"","","",0,0,5,0,"白浜町大252-2","","",""
"小川区民会館","小川","","白浜町","避難所","洪水　","","","","","","","","",0,135.502387,33.6357329,"","","",0,0,32,0,"白浜町小川450-0","","",""
"久木集会所","久木","","白浜町","避難所","洪水　","","","","","","","","",0,135.470221,33.6380478,"","","",0,0,6,0,"白浜町久木349-0","","",""
"伊古木青年会館","伊古木","","白浜町","避難所","洪水　","津波浸水予測地域","","","","","","","",0,135.461002,33.5526549,"","","",0,0,5,0,"白浜町塩野412-0","","",""
"満願寺","十九渕","","白浜町","避難所","洪水　","","","","","","","","",0,135.400301,33.6626582,"","","",0,0,48,0,"白浜町十九渕100-2","","",""
"百々千園","中","","白浜町","避難所","洪水　","浸水予測地域　津波浸水予測地域","","","耐震　","","","","",0,135.387828,33.6488278,"","","",0,0,307,0,"白浜町中1652-0","","",""
"農業研修会館","栄","","白浜町","避難所","洪水　","浸水予測地域　津波浸水予測地域","","","","","","","",0,135.39627,33.6531711,"","","",0,0,51,0,"白浜町栄670-2","","",""
"富田地区１２（軽費老人ホームケアハウス南紀）","富田","ベランダ、屋内外共用スペース３階以上","白浜町","避難場所","津波　","津波浸水予測地域","","☆","","","","","",4.2,135.4067906,33.63504888,"","","",0,0,0,70,"白浜町富田1360-20","","",""
"田野井地区３（天徳寺敷地）","田野井","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",13,135.449123,33.595856,"","","",0,0,0,370,"白浜町田野井936-0","","指定緊急避難場所",""
"田野井地区２（旧田野井小学校敷地）","田野井","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",12,135.450165,33.593718,"","","",0,0,0,670,"白浜町田野井524-0","","指定緊急避難場所",""
"田野井地区１（田野井会館敷地）","田野井","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",9,135.44826,33.593454,"","","",0,0,0,350,"白浜町田野井544-0","","指定緊急避難場所",""
"安宅地区６（宝谷避難場所）","安宅","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",23.2,135.476785,33.581481,"","","",0,0,0,0,"白浜町安宅749-0","","指定緊急避難場所",""
"安宅地区５（八幡神社敷地）","安宅","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",9.3,135.46416,33.581725,"","","",0,0,0,180,"白浜町矢田18-0","","指定緊急避難場所",""
"安宅地区４（安宅観音敷地）","安宅","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",7.1,135.46759,33.577141,"","","",0,0,0,260,"白浜町安宅493-1","","指定緊急避難場所",""
"安宅地区３（開墾地）","安宅","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",34.1,135.466722,33.580966,"","","",0,0,0,0,"白浜町安宅763-0","","指定緊急避難場所",""
"安宅地区２（安楽寺敷地）","安宅","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",13.8,135.474521,33.581638,"","","",0,0,0,1100,"白浜町安宅386-0","","指定緊急避難場所",""
"安宅地区１（住民交流センター敷地）","安宅","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",6.8,135.469576,33.578484,"","","",0,0,0,900,"白浜町安宅464-1","","指定緊急避難場所",""
"矢田地区２（宝勝寺敷地）","矢田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",15.4,135.463854,33.586227,"","","",0,0,0,600,"白浜町矢田423-0","","指定緊急避難場所",""
"矢田地区１（裏山）","矢田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",22,135.45841,33.583003,"","","",0,0,0,0,"白浜町矢田602-1","","指定緊急避難場所",""
"大古地区６（山崎前避難場所）","大古","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",22.6,135.456688,33.579196,"","","",0,0,0,0,"白浜町大古768-2","","指定緊急避難場所",""
"大古地区５（秋葉山避難場所）","大古","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",20.9,135.454771,33.574479,"","","",0,0,0,0,"白浜町大古799-0","","指定緊急避難場所",""
"大古地区４（瀬田谷避難場所）","大古","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",21.5,135.452736,33.573328,"","","",0,0,0,0,"白浜町大古804-0","","指定緊急避難場所",""
"大古地区３（梵音寺付近）","大古","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",17.2,135.451464,33.570471,"","","",0,0,0,300,"白浜町大古804-6","","指定緊急避難場所",""
"大古地区２（アンソレイユ日置敷地）","大古","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",8,135.459095,33.57991,"","","",0,0,0,1000,"白浜町大古13-0","","指定緊急避難場所",""
"大古地区１（長寿寺敷地）","大古","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",10,135.460372,33.578672,"","","",0,0,0,700,"白浜町大古144-1","","指定緊急避難場所",""
"塩野地区６（県道日置川すさみ線）","塩野","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",22.1,135.450438,33.551097,"","","",0,0,0,2000,"白浜町塩野431-2","旧国道","指定緊急避難場所",""
"塩野地区５（県道日置川すさみ線）","塩野","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",19.7,135.461347,33.551845,"","","",0,0,0,0,"白浜町塩野503-7","旧国道","指定緊急避難場所",""
"塩野地区４（日置川ごみ焼却場敷地）","塩野","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",29.3,135.452,33.561823,"","","",0,0,0,2900,"白浜町塩野2119-4","","指定緊急避難場所",""
"塩野地区３（生駒神社敷地）","塩野","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",12.1,135.460653,33.555316,"","","",0,0,0,100,"白浜町塩野477-0","","指定緊急避難場所",""
"塩野地区２（塩野薬師敷地）","塩野","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",15.9,135.459722,33.568293,"","","",0,0,0,200,"白浜町塩野116-0","","指定緊急避難場所",""
"塩野地区１（塩野青年会館奥）","塩野","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",8.8,135.46116,33.570336,"","","",0,0,0,0,"白浜町塩野25-0","","指定緊急避難場所",""
"日置地区３（松原避難場所）","日置","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",30,135.437757,33.569549,"","","",0,0,0,18000,"白浜町日置2042-31","","指定緊急避難場所",""
"日置地区２（寺山避難場所）","日置","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",50.8,135.442938,33.56695,"","","",0,0,0,280,"白浜町日置2059-1","","指定緊急避難場所",""
"日置地区１（村島避難場所）","日置","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",25,135.433992,33.569666,"","","",0,0,0,4640,"白浜町日置2039-0","","指定緊急避難場所",""
"志原地区５（パイロット登り口）","志原","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",18,135.430868,33.574965,"","","",0,0,0,0,"白浜町日置2029-0","","指定緊急避難場所",""
"志原地区４（太平洋岸自転車道）","志原","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",16.4,135.427306,33.572859,"","","",0,0,0,0,"白浜町日置1879-1","民宿ゆうき荘横","指定緊急避難場所",""
"志原地区３（春日神社敷地）","志原","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",15.8,135.430958,33.578866,"","","",0,0,0,0,"白浜町日置1185-0","","指定緊急避難場所",""
"志原地区２（裏山）","志原","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",11.3,135.429528,33.577459,"","","",0,0,0,0,"白浜町日置1157-0","","指定緊急避難場所",""
"笠甫地区２（太平洋岸自転車道）","笠甫","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",14.6,135.419833,33.580637,"","","",0,0,0,0,"白浜町日置1831-0","","指定緊急避難場所",""
"笠甫地区１（裏山）","笠甫","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",13.3,135.417972,33.581678,"","","",0,0,0,0,"白浜町日置1780-0","","指定緊急避難場所",""
"市江地区３（目戸地区裏山）","市江","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",16,135.405903,33.58662,"","","",0,0,0,0,"白浜町日置1360-0","","指定緊急避難場所",""
"市江地区２（市江地蔵尊敷地）","市江","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",27.9,135.405319,33.589387,"","","",0,0,0,0,"白浜町日置1448-0","","指定緊急避難場所",""
"市江地区１（市江崎灯台への道）","市江","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",12.9,135.402569,33.590012,"","","",0,0,0,0,"白浜町日置1585-0","","指定緊急避難場所",""
"椿地区１１","椿","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",27.3,135.391056,33.604178,"","","",0,0,0,0,"白浜町椿1056-7","椿大橋付近","指定緊急避難場所",""
"椿地区１０","椿","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",27.6,135.390556,33.604468,"","","",0,0,0,0,"白浜町椿1056-7","椿大橋付近","指定緊急避難場所",""
"椿地区９（プレジデント椿駐車場）","椿","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",26.1,135.389583,33.60515,"","","",0,0,0,0,"白浜町椿1057-3","","指定緊急避難場所",""
"椿地区８（玉椿センチュリーマンション前）","椿","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",16.4,135.389931,33.607951,"","","",0,0,0,0,"白浜町椿454-1","","指定緊急避難場所",""
"椿地区７","椿","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",14.3,135.393417,33.606887,"","","",0,0,0,0,"白浜町椿1043-0","朝来帰","指定緊急避難場所",""
"椿地区６","椿","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",11.8,135.3925,33.60684,"","","",0,0,0,0,"白浜町椿1045-0","朝来帰","指定緊急避難場所",""
"椿地区５","椿","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",18.4,135.398583,33.614086,"","","",0,0,0,0,"白浜町椿918-0","見草（道路）","指定緊急避難場所",""
"椿地区４","椿","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",15.2,135.399736,33.618275,"","","",0,0,0,0,"白浜町椿733-0","見草","指定緊急避難場所",""
"椿地区３","椿","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",29.6,135.394319,33.618993,"","","",0,0,0,0,"白浜町椿836-3","見草（国道）","指定緊急避難場所",""
"椿地区２","椿","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",16,135.398486,33.606991,"","","",0,0,0,0,"白浜町椿1010-76","椿保育園付近の山","指定緊急避難場所",""
"椿地区１（稲荷神社敷地）","椿","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",13.6,135.395167,33.608912,"","","",0,0,0,0,"白浜町椿978-0","","指定緊急避難場所",""
"平間地区１（満願寺敷地）","平間","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",15,135.4002861,33.6626314,"","","",0,0,0,0,"白浜町十九渕100-2","","指定緊急避難場所",""
"十九渕地区２（小倉山）","富田 十九渕","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",43.6,135.405722,33.649549,"","","",0,0,0,0,"白浜町十九渕1152-8","","指定緊急避難場所",""
"十九渕地区１（加勝寺敷地）","十九渕","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",18.2,135.413556,33.649745,"","","",0,0,0,923,"白浜町十九渕690-0","","指定緊急避難場所",""
"富田地区１１","富田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",17.1,135.400028,33.624803,"","","",0,0,0,0,"白浜町富田1629-1","袋トンネル南側","指定緊急避難場所",""
"富田地区１０（飛鳥神社敷地）","富田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",17.4,135.406819,33.642882,"","","",0,0,0,0,"白浜町富田1752-0","","指定緊急避難場所",""
"富田地区９","富田","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",48.3,135.396292,33.637442,"","","",0,0,0,0,"白浜町富田1701-1","富田川河口","指定緊急避難場所",""
"富田地区８","富田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",23.6,135.400389,33.628947,"","","",0,0,0,0,"白浜町富田1647-1","袋谷","指定緊急避難場所",""
"富田地区７","富田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",13.9,135.400542,33.631204,"","","",0,0,0,0,"白浜町富田1645-2","袋谷","指定緊急避難場所",""
"富田地区６","富田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",24.3,135.398083,33.631574,"","","",0,0,0,0,"白浜町富田1686-1","袋（西谷）","指定緊急避難場所",""
"富田地区５","富田","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",15.6,135.399361,33.634676,"","","",0,0,0,0,"白浜町富田1677-2","旧国道","指定緊急避難場所",""
"富田地区４","富田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",15.8,135.405347,33.639954,"","","",0,0,0,0,"白浜町富田1270-0","富田字栗山","指定緊急避難場所",""
"富田地区３（草堂寺横）","富田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",13.7,135.407611,33.641713,"","","",0,0,0,0,"白浜町富田1220-0","","指定緊急避難場所",""
"富田地区２","富田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",29.7,135.402708,33.639583,"","","",0,0,0,0,"白浜町富田1417-2","一目坂トンネル上","指定緊急避難場所",""
"富田地区１（津波避難タワー）","富田","","白浜町","避難場所","津波　","浸水予測地域　津波浸水予測地域","","☆","耐震　","","","","",1.5,135.4003438,33.64054853,"","","",0,0,0,100,"白浜町富田708-1","","指定緊急避難場所",""
"平地区７","平","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",16,135.396514,33.666505,"","","",0,0,0,0,"白浜町平1184-0","","指定緊急避難場所",""
"平地区６","平","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",11.3,135.398333,33.667083,"","","",0,0,0,0,"白浜町平1161-0","","指定緊急避難場所",""
"平地区５","平","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",18.2,135.399875,33.67037,"","","",0,0,0,682,"白浜町平1148-2","町道平堅田線","指定緊急避難場所",""
"平地区４","平","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",19.9,135.400472,33.668426,"","","",0,0,0,0,"白浜町平354-0","","指定緊急避難場所",""
"平地区３","平","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",22.4,135.403306,33.670486,"","","",0,0,0,0,"白浜町平600-3","山上通り","指定緊急避難場所",""
"平地区２","平","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",23.6,135.404014,33.671285,"","","",0,0,0,0,"白浜町平649-1","山上通り","指定緊急避難場所",""
"平地区１（平老人憩いの家敷地）","平","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",24.6,135.404583,33.673299,"","","",0,0,0,340,"白浜町平545-1","","指定緊急避難場所",""
"内ノ川地区３（内ノ川ふれあい会館敷地）","内ノ川","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",14.8,135.418389,33.676701,"","","",0,0,0,1400,"白浜町内ノ川918-7","","指定緊急避難場所",""
"内ノ川地区２（北富田小学校敷地）","内ノ川","","白浜町","避難場所","津波　","浸水予測地域　","","☆☆☆","","","","","",11.2,135.409056,33.673542,"","","",0,0,0,9000,"白浜町内ノ川579-0","","指定緊急避難場所",""
"内ノ川地区１（林翁寺敷地）","内ノ川","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",22.1,135.411181,33.673704,"","","",0,0,0,1140,"白浜町内ノ川662-0","","指定緊急避難場所",""
"保呂地区１（清掃センター敷地）","保呂","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",67,135.4206812,33.6820222,"","","",0,0,0,7000,"白浜町保呂749-0","","指定緊急避難場所",""
"中地区１（シニア共和国シャングリラ敷地）","中","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",40.6,135.384639,33.652714,"","","",0,0,0,3112,"白浜町中1700-2","","指定緊急避難場所",""
"栄地区１","栄","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",41.6,135.394153,33.657303,"","","",0,0,0,0,"白浜町栄118-11","寺山（通称）","指定緊急避難場所",""
"才野地区１４","才野","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",50,135.390604,33.660231,"","","",0,0,0,0,"白浜町才野1683-1","うしろ地","指定緊急避難場所",""
"才野地区１３（花卉団地）","才野","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",13.6,135.379542,33.663171,"","","",0,0,0,540,"白浜町才野1304-1","","指定緊急避難場所",""
"才野地区１２（西富田小学校敷地）","堅田 才野","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",10.3,135.386722,33.663096,"","","",0,0,0,9600,"白浜町才野47-0","","指定緊急避難場所",""
"才野地区１１","才野","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",42.6,135.38416,33.654884,"","","",0,0,0,0,"白浜町才野1758-7","県道栄岩崎線","指定緊急避難場所",""
"才野地区１０（熊野神社敷地）","才野","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",38.4,135.381042,33.653096,"","","",0,0,0,1000,"白浜町才野1757-1","","指定緊急避難場所",""
"才野地区９","才野","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",12,135.382215,33.658704,"","","",0,0,0,0,"白浜町才野1657-0","安久川右岸山林","指定緊急避難場所",""
"才野地区８","才野","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",16.4,135.379639,33.658565,"","","",0,0,0,0,"白浜町才野1239-0","安久川右岸山林","指定緊急避難場所",""
"才野地区７","才野","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",19.5,135.378417,33.657147,"","","",0,0,0,0,"白浜町才野1647-0","安久川右岸山林","指定緊急避難場所",""
"才野地区６","才野","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",30.2,135.377535,33.656916,"","","",0,0,0,0,"白浜町才野1640-153","安久川右岸山林","指定緊急避難場所",""
"才野地区５","才野","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",19.1,135.379417,33.661256,"","","",0,0,0,0,"白浜町才野1640-63","芦長（県道田辺白浜線）","指定緊急避難場所",""
"才野地区４","才野","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",20.4,135.364125,33.656777,"","","",0,0,0,0,"白浜町才野1529-0","鴨居（県道田辺白浜線）","指定緊急避難場所",""
"才野地区３","才野","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",40.4,135.383299,33.653709,"","","",0,0,0,0,"白浜町才野1692-0","熊野神社付近（町道）","指定緊急避難場所",""
"才野地区２","才野","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",25.8,135.38775,33.660041,"","","",0,0,0,0,"白浜町才野1757-1","軽食喫茶恵裏山","指定緊急避難場所",""
"堅田地区２１","堅田","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",12.6,135.380764,33.689578,"","","",0,0,0,0,"白浜町堅田2566-2","箱嶋（階段上がる）","指定緊急避難場所",""
"堅田地区２０","堅田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",26.7,135.379465,33.68772,"","","",0,0,0,0,"白浜町堅田2559-3","箱嶋（道路敷き）","指定緊急避難場所",""
"堅田地区１９（白浜サニービーチ多目的広場）","堅田","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",28.2,135.371375,33.680492,"","","",0,0,0,400,"白浜町堅田2500-361","","指定緊急避難場所",""
"堅田地区１８","堅田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",19.6,135.373125,33.684242,"","","",0,0,0,0,"白浜町堅田2260-0","堅田漁協アパート裏山","指定緊急避難場所",""
"堅田地区１７","堅田","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",15.4,135.377549,33.677425,"","","",0,0,0,0,"白浜町堅田2399-9","オレンジランド（町道）","指定緊急避難場所",""
"堅田地区１６","堅田","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",17.1,135.378882,33.681447,"","","",0,0,0,1000,"白浜町堅田2525-1","堅田保育園前の山","指定緊急避難場所",""
"堅田地区１５（白浜ビーチゴルフ倶楽部敷地）","堅田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",30,135.380917,33.682986,"","","",0,0,0,0,"白浜町堅田2577-1","","指定緊急避難場所",""
"堅田地区１４","堅田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",31.1,135.385354,33.678056,"","","",0,0,0,168,"白浜町堅田2584-2","三ツ橋","指定緊急避難場所",""
"堅田地区１３","堅田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",18.6,135.385396,33.677442,"","","",0,0,0,0,"白浜町堅田2588-1","三ツ橋","指定緊急避難場所",""
"堅田地区１２","堅田","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",10.5,135.385986,33.674537,"","","",0,0,0,0,"白浜町堅田1370-1","（株）アブサン敷地","指定緊急避難場所",""
"堅田地区１１","堅田","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",39.4,135.386361,33.684595,"","","",0,0,0,0,"白浜町堅田2613-0","県道田辺白浜線","指定緊急避難場所",""
"堅田地区１０","堅田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",18.2,135.386444,33.676597,"","","",0,0,0,0,"白浜町堅田1465-0","ふれ愛名産館まつや裏山","指定緊急避難場所",""
"堅田地区９（五月ヶ丘）","堅田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",14.9,135.389681,33.671267,"","","",0,0,0,434,"白浜町堅田374-2","","指定緊急避難場所",""
"堅田地区８（玉彦神社敷地）","堅田","","白浜町","避難場所","津波　","土砂災害予測地域　","","☆☆☆","","","","","",21.5,135.388611,33.667008,"","","",0,0,0,0,"白浜町堅田2747-0","","指定緊急避難場所",""
"堅田地区７（東の公園）","堅田","","白浜町","避難場所","津波　","","","☆☆☆","","","","","",12.5,135.389118,33.669103,"","","",0,0,0,648,"白浜町堅田464-0","","指定緊急避難場所",""
