"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"三百瀬小学校グラウンド","平川、三百瀬","","日高川町","避難場所","洪水　地震　","","☆（注）","","","","","","",42.4,135.2484116,33.93545509,"","","",0,2000,0,606,"日高川町大字三百瀬885-1","",""
"早蘇中学校グラウンド","玄子、早藤、蛇尾、平川","","日高川町","避難場所","洪水　","","☆☆","","","","","","",108.7,135.2170929,33.94228502,"","","",0,9200,0,2788,"日高川町大字蛇尾476-19","",""
"川辺西小学校グラウンド","土生、小熊","","日高川町","避難場所","","","☆☆☆","","","","","","",11,135.1876046,33.91040978,"","","",0,4600,0,1394,"日高川町大字小熊3141-0","",""
"大成中学校グラウンド","鐘巻、土生","","日高川町","避難場所","","","☆☆☆","","","","","","",0,135.1794048,33.91470736,"","","",0,10000,0,3030,"日高川町大字土生1228-2","",""
"介護老人福祉施設美山の里","","","日高川町","福祉避難所","","","","","","","","","",0,135.382111,33.9575422,"","","",0,0,0,0,"日高川町大字初湯川213-1","",""
"特別養護老人ホーム白寿苑","中津地区","","日高川町","福祉避難所","","","","","","","","","",0,135.268784,33.9582446,"","","",0,0,0,0,"日高川町大字船津1664-0","",""
"農村環境改善センター","川辺地区","","日高川町","福祉避難所","","","","","","","","","",0,135.186937,33.9113057,"","","",0,0,200,200,"日高川町大字小熊2416-0","",""
"保健福祉センター","美山地区","","日高川町","福祉避難所","","","","","耐震　","","","","",0,135.367883,33.9829035,"○","","○",0,0,0,0,"日高川町大字川原河264-0","",""
"日高川町地域交流センター","","","日高川町","福祉避難所","","","","","耐震　","有","○","","発電機、投光器、毛布",0,135.295282,33.9591441,"○","○","",0,0,300,300,"日高川町大字高津尾718-3","",""
"特別養護老人ホームときわ寮川辺園","","","日高川町","福祉避難所","","","","","耐震　","","","","",0,135.212426,33.8978225,"","","",0,0,0,0,"日高川町大字和佐2081-10","",""
"下阿田木神社","阿田木","","日高川町","避難場所","洪水　地震　","","☆（注）","","","","","","",138,135.362742,33.981077,"","","",0,1000,0,303,"日高川町大字皆瀬302-0","",""
"八幡神社","小釜本","","日高川町","避難場所","地震　","","☆☆☆","","","","","","",164,135.313152,33.940098,"","","",0,340,0,103,"日高川町大字小釜本388-0","",""
"日高川町防災センター","川辺地区","","日高川町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　津波　大規模な火事","","☆☆☆","☆☆☆","耐震　","有","○","○","毛布　他",40,135.1959688,33.91191606,"","","○",1499,0,500,500,"日高川町大字小熊3774-1","",""
"安楽寺","土居梅原 中村 朔日 滝ノ上","","日高川町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　大規模な火事","","☆（注）","","","","","","",0,135.4669238,33.95853606,"","","",124,0,38,38,"日高川町大字寒川310-0","",""
"寒川保育園","寒川地区","","日高川町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事","","☆☆☆","","","有","○","○","",0,135.4971781,33.98311545,"","○","",0,0,40,0,"日高川町大字寒川120-0","",""
"光導寺","平川","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","非耐震","","","","",0,135.2370342,33.93685242,"","","",0,0,10,10,"日高川町大字平川210-0","",""
"和佐小学校体育館","和佐","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","有","○","","発電機・投光器・毛布",19.1,135.210269,33.899096,"○","○","",532,0,161,161,"日高川町大字和佐1549-0","",""
"老人憩いの家「望月荘」","坂野川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",76,135.295471,33.927627,"","","",72,0,22,22,"日高川町大字坂野川362-1","",""
"老人憩いの家「清流荘」","平岩","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",128,135.352269,33.979217,"","","",66,0,20,20,"日高川町大字原日浦57-1","",""
"老人憩いの家「歳の神荘」","西原","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",70,135.286609,33.962931,"","","",91,0,28,28,"日高川町大字西原384-3","",""
"林松寺","笠松","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",210,135.3872928,33.95622392,"","","",100,0,30,30,"日高川町大字初湯川533-0","",""
"療養温泉館","猪谷","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",228,135.422585,33.967744,"","","",427,0,129,129,"日高川町大字初湯川1587-0","",""
"李公民館","李","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","非耐震","","","","",315,135.38681,33.992361,"","","",70,0,21,21,"日高川町大字愛川388-0","",""
"日高川町役場中津支所","高津尾 西原 本郷","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆","","耐震　","","","","",54,135.287767,33.960858,"○","","○",1659,0,503,503,"日高川町大字高津尾29-0","",""
"矢田コミュニティセンター","小熊","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","☆☆☆","耐震　","","","","",16.2,135.190538,33.913838,"","","",60,0,18,18,"日高川町大字小熊2508-1","",""
"弥谷公民館","弥谷","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",187,135.359076,33.986641,"","","",33,0,10,10,"日高川町大字弥谷31-0","",""
"鳴滝温泉館","中木","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","","耐震　","","","","",65,135.300283,33.948202,"","","",200,0,61,61,"日高川町大字高津尾852-0","",""
"保健福祉センター","川原河 皆瀬 上越方 下越方","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆","","耐震　","","","","",132,135.367409,33.982763,"○","","○",2599,0,788,788,"日高川町大字川原河261-0","",""
"遍照寺","愛川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",294,135.383162,33.982162,"","","",100,0,30,30,"日高川町大字愛川113-0","",""
"平集会所","平","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","","","","","",225,135.385238,33.960545,"","","",80,0,24,24,"日高川町大字初湯川213-293","",""
"美山中学校体育館","川原河 皆瀬","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","有","○","","発電機・投光器・毛布",133,135.3691746,33.97757537,"○","○","",567,0,172,172,"日高川町大字川原河128-0","",""
"美山漕艇場","串本","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","","","","",221,135.397565,33.961991,"","","",395,0,120,120,"日高川町大字串本2204-1","",""
"畑ヶ瀬集会所","坂野川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","非耐震","","","","",86,135.307455,33.925375,"","","",121,0,37,37,"日高川町大字坂野川570-0","",""
"特別養護老人ホーム白寿苑","下滝本","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆","","耐震　","","","","",49,135.268885,33.958259,"","","",0,0,20,20,"日高川町大字船津1664-0","",""
"日高川町保健センター","土生 小熊","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆☆☆","","非耐震","","","","",12.5,135.185689,33.912144,"","","",200,0,61,61,"日高川町大字土生715-3","",""
"日高高校中津分校体育館","高津尾 西原 本郷","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","","","","",54,135.288422,33.962718,"","","",611,0,185,185,"日高川町大字西原357-0","",""
"淘汰寺","西原 本郷","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",76,135.289527,33.962825,"","","",130,0,39,39,"日高川町大字高津尾90-0","",""
"長子集会所","小釜本","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆☆","","非耐震","","","","",142,135.311585,33.938353,"","","",96,0,29,29,"日高川町大字小釜本290-0","",""
"猪谷集会所","猪谷","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",229,135.42281,33.9679,"","","",40,0,12,12,"日高川町大字初湯川1587-0","",""
"猪谷パーク管理棟","猪谷","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",228,135.421566,33.967811,"","","",147,0,45,45,"日高川町大字初湯川1587-0","",""
"中津中学校体育館","三佐 田尻","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","有","○","","発電機・投光器・毛布",82,135.31121,33.930031,"○","○","",752,0,228,228,"日高川町大字三佐26-0","",""
"中津荘","尾曽","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","","","","",54,135.294671,33.957867,"","","",900,0,273,273,"日高川町大字高津尾1049-0","",""
"丹生中学校体育館","江川","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","","発電機・投光器・毛布",25,135.220067,33.891206,"○","○","",1066,0,323,323,"日高川町大字江川533-0","",""
"滝頭集会所","滝頭","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","非耐震","","","","",163,135.374708,33.955615,"","","",170,0,52,52,"日高川町大字滝頭191-2","",""
"大成中学校体育館","鐘巻 土生","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","","発電機・投光器・毛布",24.9,135.180002,33.914948,"","○","○",500,0,152,152,"日高川町大字土生1228-2","",""
"打尾集会所","打尾","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","","","","","",135,135.377299,33.971477,"","","",44,0,13,13,"日高川町大字皆瀬781-0","",""
"旧船着中学校体育館","高津尾 西原 本郷","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","非耐震","","","","",53,135.291748,33.960413,"","","",627,600,190,190,"日高川町大字高津尾266-0","",""
"浅間集会所","浅間","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",149,135.367584,33.968376,"","","",65,0,20,20,"日高川町大字浅間54-0","",""
"川辺西小学校体育館","土生 小熊","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","☆☆☆","耐震　","有","○","","発電機・投光器・毛布",11,135.18733,33.910995,"○","○","",1178,0,357,357,"日高川町大字小熊3320-1","",""
"西ノ川集会所","西ノ川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",272,135.460581,33.954125,"","","",33,0,10,10,"日高川町大字寒川1323-1","",""
"上初湯川集会所","上初湯川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","非耐震","","","","",285,135.410129,33.995243,"","","",93,0,28,28,"日高川町大字上初湯川83-0","",""
"上越方集会所","上越方","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","","","","",121,135.359306,33.967304,"","","",65,0,20,20,"日高川町大字上越方21-5","",""
"小薮川集会所","小藪川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆","","","","","","",402,135.510299,33.958895,"","","",20,0,6,6,"日高川町大字寒川2230-0","",""
"初湯川集会所","初湯川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",218,135.407838,33.97327,"","","",40,0,12,12,"日高川町大字初湯川1170-1","",""
"山野小学校体育館","山野  市川  大滝川 三津川","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","有","○","","発電機・投光器・毛布",60.3,135.24757,33.89231,"○","○","",544,0,165,0,"日高川町大字山野538-0","",""
"山向寺","坂野川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","","","","","",78,135.294044,33.928277,"","","",115,0,35,35,"日高川町大字坂野川255-0","",""
"三百瀬小学校体育館","平川 三百瀬","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","有","○","","発電機・投光器・毛布",42.4,135.248176,33.941523,"○","○","",544,0,165,165,"日高川町大字三百瀬884-0","",""
"三十井川集会所","三十井川","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",171,135.324117,33.987793,"","","",97,0,29,29,"日高川町大字三十井川84-1","",""
"佐井ゴルフ記念館","佐井","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",70,135.287596,33.936769,"","","",116,0,35,35,"日高川町大字佐井597-0","",""
"高野集会所","高野","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆","","耐震　","","","","",270,135.460605,33.954085,"","","",33,0,10,10,"日高川町大字寒川61-2","",""
"高畑集会所","江川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",45,135.238204,33.890382,"","","",50,0,15,15,"日高川町大字江川1740-0","",""
"旧高津尾小学校体育館","高津尾 西原 本郷","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","非耐震","","","","",54,135.291641,33.96076,"","","",460,0,139,139,"日高川町大字高津尾264-0","",""
"江川小学校体育館","江川","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","有","○","","発電機・投光器・毛布",22.5,135.223816,33.889256,"○","○","",534,0,162,0,"日高川町大字江川2149-0","",""
"渓谷寺","三十木","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","","","","","",117,135.325962,33.972095,"","","",209,0,63,63,"日高川町大字三十木33-0","",""
"熊野川生活改善センター","熊野川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",156,135.365765,33.950658,"","","",76,0,23,23,"日高川町大字熊野川210-2","",""
"極楽寺","佐井","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","","","","","",82,135.292177,33.942626,"","","",127,0,38,38,"日高川町大字佐井171-0","",""
"旧大星小学校体育館","坂野川 老星 大又","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","","","","","",74,135.291952,33.928571,"","","",499,0,151,151,"日高川町大字坂野川150-0","",""
"大熊コミュニティセンター","小川","","日高川町","避難所を兼ねる避難場所","洪水　崖崩れ・土石流及び地滑り　大規模な火事","土砂災害予測地域　","☆☆","","","","","","",504,135.5576615,34.01765229,"","","",508,0,3,3,"田辺市龍神村　龍神484-5","",""
"旧川中第一小学校体育館","田尻 小釜本","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","非耐震","","","","",80,135.3409845,33.92733146,"","","",519,0,157,157,"日高川町大字田尻236-0","",""
"旧子十浦小学校体育館","姉子 三十木 原日浦","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","","","","","",105,135.326595,33.97375,"","","",491,0,149,149,"日高川町大字三十木155-0","",""
"旧たちばな保育所","三佐","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",75,135.310958,33.925669,"","","",201,0,61,61,"日高川町大字三佐252-3","",""
"旧あやめ保育所","本郷","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","非耐震","","","","",53,135.288685,33.9614,"","","",278,0,84,84,"日高川町大字高津尾121-0","",""
"旧ＪＡ愛徳支所","愛口","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","","","","",166,135.378254,33.95841,"","","",200,0,61,61,"日高川町大字初湯川35-1","",""
"吉子集会所","平川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",39,135.257237,33.944225,"","","",40,0,12,12,"日高川町大字平川828-2","",""
"観音寺","下滝本","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",46,135.269464,33.958108,"","","",189,0,57,57,"日高川町大字船津531-0","",""
"寒川多目的施設","土居秋葉 下長志","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","","","","","",278,135.4971781,33.98311545,"","","",672,0,204,204,"日高川町大字寒川120-0","",""
"寒川診療所","土居梅原","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","","","","",304,135.466595,33.957764,"","","",397,0,132,0,"日高川町大字寒川297-1","",""
"寒川共同会館","土居秋葉","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","","非耐震","","","","",290,135.468746,33.955758,"","","",1068,0,324,324,"日高川町大字寒川228-1","",""
"笠松小学校体育館","平","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","","発電機・投光器・毛布",217,135.385941,33.961529,"○","","○",476,0,144,144,"日高川町大字初湯川213-117","",""
"笠松集会所","笠松","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",195,135.387319,33.955887,"","","",80,0,24,24,"日高川町大字初湯川526-1","",""
"皆瀬公民館","皆瀬","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",139,135.374391,33.984942,"","","",68,0,21,21,"日高川町大字皆瀬547-0","",""
"下平川集会所","平川","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","","","","","",34,135.236015,33.935682,"","","",30,0,9,9,"日高川町大字平川175-0","",""
"下江川集会所","江川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆☆","","非耐震","","","","",20.2,135.211757,33.888833,"","","",50,0,15,15,"日高川町大字江川217-0","",""
"下玄子集会所","玄子","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","","","","","",26.4,135.210129,33.920101,"","","",30,0,9,9,"日高川町大字玄子125-1","",""
"下越方集会所","下越方","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","耐震　","","","","",131,135.357593,33.968567,"","","",33,0,10,10,"日高川町大字皆瀬111-0","",""
"伊佐の川集会所","伊佐の川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","","","","","",123,135.280681,33.981854,"","","",59,0,18,18,"日高川町大字高津尾1243-0","",""
"安楽寺","三佐","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","","","","","",98,135.313629,33.928289,"","","",124,0,38,38,"日高川町大字三佐131-0","",""
"愛徳荘","平","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","","","","",226,135.386359,33.959389,"","","",1817,0,551,551,"日高川町大字初湯川202-0","",""
"愛川児童館","愛川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","非耐震","","","","",258,135.386461,33.981317,"","","",68,0,21,21,"日高川町大字愛川68-3","",""
"愛口集会所","愛口","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","耐震　","","","","",163,135.37828,33.958147,"","","",120,0,36,0,"日高川町大字初湯川33-1","",""
"阿田木集会所","阿田木","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",138,135.36307,33.980552,"","","",44,0,13,13,"日高川町大字皆瀬252-1","",""
"なかつ保育所","本郷","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","","","","",51,135.28678,33.958842,"","","",926,0,281,281,"日高川町大字高津尾1071-0","",""
"かわべテニス公園","江川 和佐","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","","","","",50.9,135.213037,33.895521,"","","",160,0,48,48,"日高川町大字和佐2095-0","",""
"堂前会場","下田原","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆☆☆","","非耐震","","","","",102,135.31706,33.9591768,"","","",48,0,15,15,"日高川町大字下田原217-0","",""
"(高津尾川)区長宅","高津尾川","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","","","","","",203,135.294639,33.992266,"","","",50,0,15,15,"日高川町大字高津尾川65-0","",""
"介護老人福祉施設美山の里","平","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","","","","",234,135.382373,33.957502,"","","",1271,0,20,20,"日高川町大字初湯川213-1","",""
"上初湯川ふれあいの家","上初湯川","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","非耐震","","","","",293,135.411427,33.995804,"","","",410,0,124,124,"日高川町大字上初湯川723-11","",""
"寒川第一小学校体育館","宮平","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","有","○","","発電機・投光器・毛布",298,135.469454,33.954979,"○","○","",485,0,147,147,"日高川町大字寒川184-0","",""
"平スポーツセンター","平","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","","","","",224,135.386595,33.960185,"","","",897,0,272,272,"日高川町大字初湯川213-223","",""
"川原河小学校体育館","川原河 皆瀬","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","","発電機・投光器・毛布",134,135.37195,33.982838,"○","○","",670,0,203,203,"日高川町大字川原河381-1","",""
"上田原集会所","上田原","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",113,135.3372461,33.96099417,"","","",185,0,56,56,"日高川町大字上田原202-0","",""
"下田原集会所","下田原","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","","","","",92,135.315566,33.95885,"","","",168,0,51,51,"日高川町大字下田原261-0","",""
"小釜本集会所","小釜本","","日高川町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","","","","",89,135.32034,33.937802,"","","",192,0,58,58,"日高川町大字小釜本295-1","",""
"田尻集会所","田尻","","日高川町","避難所を兼ねる避難場所","洪水　大規模な火事","","☆（注）","","非耐震","","","","",83,135.314311,33.934579,"","","",128,0,39,39,"日高川町大字田尻161-0","",""
