名称,避難が予想される住民の地区名,,,指定場所,市町村名,種別,災害区分,"土砂災害・浸水・津波浸水予測地域","緊急避難先レベル",,耐震性,備蓄の有無,備蓄品目,,,標高（m）,"経度：東経(世界測地系10進法)","緯度：北緯(世界測地系10進法)",発電機,,,"施設面積（㎡）",,収容人数,収容人数(一時）,所在地,備考
,,,,,,,,,風水害,津波,,,備蓄の有無,食料の有無,備蓄品目,,,,発電機の有無,発動発電機（可搬型）,自家発電機,屋内,屋外,,,,
松瀬コミュニティセンター,松瀬,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,,☆☆☆,,耐震　,,,,,26.3,135.2161620 ,33.9209852 ,,,,120,,40,,日高川町大字松瀬564-3,
和佐公民館,和佐,,,,日高川町,避難所を兼ねる避難場所,洪水　,土砂災害予測地域　浸水予測地域　,☆☆,,耐震　,,,,,17.8,135.2099520 ,33.9004410 ,,,,80,,27,,日高川町大字和佐541-1,
南山若者センター,和佐,,,,日高川町,避難所を兼ねる避難場所,洪水　,,☆☆☆,,耐震　,,,,,50.6,135.1999480 ,33.8880215 ,,,,250,1600,616,,日高川町大字和佐1030-90,
江川コミュニティセンター,江川,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,,,,,23.8,135.2271960 ,33.8896880 ,,,,180,,60,,日高川町大字江川2087-1,
三津川公民館,三津川,,,,日高川町,避難所を兼ねる避難場所,洪水　,土砂災害予測地域　浸水予測地域　,☆,,非耐震,,,,,92,135.2547190 ,33.9021098 ,,,,60,,20,,日高川町大字山野3203-6,
大滝川集会施設,大滝川,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,,☆☆☆,,耐震　,,,,,111,135.2700680 ,33.8977780 ,,,,65,,22,,日高川町大字山野3040-2,
市川集会所,市川,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,,☆☆☆,,耐震　,,,,,99,135.2544040 ,33.8781000 ,,,,43,,14,,日高川町大字山野1103,
山野会館,山野  市川  大滝川 三津川,,,,日高川町,避難所を兼ねる避難場所,洪水　,土砂災害予測地域　浸水予測地域　,☆,,,,,,,58.5,135.2477200 ,33.8919763 ,,,,90,,30,,日高川町大字山野339-1,
藤野川会館,藤野川,,,,日高川町,避難所を兼ねる避難場所,洪水　,土砂災害予測地域　浸水予測地域　,☆,,非耐震,,,,,112,135.2673450 ,33.9314635 ,,,,25,,8,,日高川町大字藤野川128-4,
伊藤川集会所,伊藤川,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,,,,,103.8,135.2475790 ,33.9247402 ,,,,25,,8,,日高川町大字伊藤川23-2,
三百瀬公民館,三百瀬,,,,日高川町,避難所を兼ねる避難場所,洪水　,,☆☆☆,,非耐震,,,,,38,135.2432990 ,33.9402017 ,,,,130,,43,,日高川町大字三百瀬477-2,
平川生活改善センター,平川,,,,日高川町,避難所を兼ねる避難場所,洪水　,土砂災害予測地域　浸水予測地域　,☆,,,,,,,34.8,135.2466530 ,33.9445650 ,,,,60,,20,,日高川町大字平川447-1,
蛇尾集会所,蛇尾,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,,☆☆☆,,耐震　,,,,,62.2,135.2179150 ,33.9345340 ,,,,30,,10,,日高川町大字蛇尾438-17,
早蘇中学校,玄子 早藤 蛇尾 平川,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,,☆☆☆,,耐震　,有,○,,発電機・投光器・毛布,108.7,135.2231080 ,33.9355090 ,○,,○,1039,9200,3413,,日高川町大字蛇尾476-19,
老人憩の家,早藤,,,,日高川町,避難所を兼ねる避難場所,洪水　,土砂災害予測地域　浸水予測地域　,☆,,非耐震,,,,,34.7,135.2135570 ,33.9256300 ,,,,80,,27,,日高川町大字早藤444-1,
早藤集会所,早藤,,,,日高川町,避難所を兼ねる避難場所,洪水　,,☆☆☆,,耐震　,,,,,26.8,135.2122940 ,33.9244480 ,,,,40,,13,,日高川町大字早藤101,
玄子集会所,玄子 早藤,,,,日高川町,避難所を兼ねる避難場所,洪水　,,☆☆☆,,非耐震,,,,,23.9,135.2080530 ,33.9238980 ,,,,40,,13,,日高川町大字玄子536-1,
若野コミュニティセンター,若野,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,,☆☆☆,,耐震　,,,,,21,135.1992150 ,33.8981400 ,,,,120,,40,,日高川町大字若野282,
入野集落センター,入野,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,,☆☆☆,,,,,,,22,135.2125320 ,33.9105480 ,,,,70,,23,,日高川町大字入野179-1,
かわべ保育所,小熊,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,,☆☆☆,,耐震　,,,,,31.8,135.1977260 ,33.9087090 ,,,,250,2000,750,,日高川町大字小熊6076,
小熊児童館,小熊,,,,日高川町,避難所を兼ねる避難場所,洪水　,,☆☆☆,,非耐震,,,,,22.4,135.1896800 ,33.9079970 ,,,,150,,50,,日高川町大字小熊3396-2,
土生会館,土生,,,,日高川町,避難所を兼ねる避難場所,洪水　,,☆☆☆,,耐震　,,,,,18.3,135.1840420 ,33.9144534 ,,,,140,,47,,日高川町大字土生715-2,
鐘巻会館,鐘巻,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,,☆☆☆,,耐震　,,,,,16.3,135.1740520 ,33.9166836 ,,,,70,,23,,日高川町大字鐘巻1469,
千津川福祉会館,千津川,,,,日高川町,避難所を兼ねる避難場所,洪水　,,☆☆☆,,,,,,,46.5,135.1855630 ,33.9258440 ,,,,70,,23,,日高川町大字千津川4600-1,
千津川コミュニティセンター,千津川,,,,日高川町,避難所を兼ねる避難場所,洪水　地震　,,☆☆☆,,耐震　,,,,,66.4,135.1821490 ,33.9305975 ,,,,130,,43,,日高川町大字千津川5136-1,
中津川農業会館,中津川,,,,日高川町,避難所を兼ねる避難場所,洪水　,,☆☆☆,,,,,,,78,135.1996180 ,33.9329374 ,,,,120,,40,,日高川町大字中津川1128-1,
