名称,避難が予想される住民の地区名,,,指定場所,市町村名,種別,災害区分,"土砂災害・浸水・津波浸水予測地域","緊急避難先レベル",,耐震性,備蓄の有無,備蓄品目,,,標高（m）,"経度：東経(世界測地系10進法)","緯度：北緯(世界測地系10進法)",発電機,,,"施設面積（㎡）",,収容人数,収容人数(一時）,所在地,備考
,,,,,,,,,風水害,津波,,,備蓄の有無,食料の有無,備蓄品目,,,,発電機の有無,発動発電機（可搬型）,自家発電機,屋内,屋外,,,,
高雄中学校,高雄,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　地震　,浸水予測地域　津波浸水予測地域,☆☆,,耐震　,有,○,○,毛布・アルミマットなど,3.7,135.3843751 ,33.7395825 ,,,,313,,950,,田辺市高雄３丁目20-1,
高山寺,稲成 むつみ 秋津町,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　津波,,☆☆,☆☆☆,,,,,,27,135.3789024 ,33.7404389 ,,,,316,,96,,田辺市稲成町392,
甲斐ノ川地域防災センター,甲斐ノ川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,236,135.4440025 ,33.9120924 ,,,,105,,32,,田辺市龍神村　甲斐ノ川,
向越集会所,鮎川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,,,,,75,135.5000967 ,33.7391310 ,,,,26,,8,,田辺市鮎川1312,
五味集会所,五味  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,,有,○,,発電機など,268,135.6161933 ,33.6782691 ,○,,○,33,,10,,田辺市五味332-2,
元町長寿館,天神崎 上の山 江川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　地震　津波,土砂災害予測地域　,☆,☆☆☆,耐震　,有,○,,毛布,20,135.3657441 ,33.7343140 ,,,,62,,19,,田辺市上の山２丁目13-31,
九鬼集会所,大居,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,,,,,95,135.7640222 ,33.8600944 ,,,,,,33,,田辺市本宮町　大居1981-3,
旧龍神中学校,湯ノ又  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,,,,,,407,135.5549315 ,33.9412196 ,,,,990,,300,,田辺市龍神村　湯ノ又,
旧殿原小学校,殿原  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆☆,,耐震　,,,,,372,135.5290903 ,33.8964055 ,,,,597,,181,,田辺市龍神村　殿原,
旧甲斐ノ川小学校,甲斐ノ川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,,,,,,236,135.4351627 ,33.9201595 ,,,,617,,187,,田辺市龍神村　甲斐ノ川,
宮代地区老人憩いの家,宮代  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,341,135.5025516 ,33.9144429 ,,,,79,,24,,田辺市龍神村　宮代,
紀南文化会館,上屋敷 中屋敷町 新屋敷町,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　地震　津波,津波浸水予測地域,☆☆☆,☆☆,耐震　,有,○,○,非常食など,7.9,135.3771776 ,33.7281509 ,,,,1541,,467,,田辺市新屋敷町1,
紀州備長炭記念公園,秋津川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,毛布・アルミマット,209,135.4266940 ,33.8031160 ,,,,165,,50,,田辺市秋津川1491-1,
会津小学校,秋津町 中万呂  下万呂,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,浸水予測地域　,☆,☆☆☆,耐震　,有,○,,毛布・防水シートなど,9,135.3959186 ,33.7452836 ,○,,○,1831,,555,,田辺市秋津町59-1,
下柳瀬地区集会所,柳瀬  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,264,135.4542020 ,33.8786847 ,,,,92,,28,,田辺市龍神村　柳瀬,
下附集落会館,鮎川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　,☆,,,,,,,51,135.4820665 ,33.7269973 ,,,,207,,63,,田辺市鮎川510-1,
下川上集会所,下川上,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,発電機など,204,135.6098474 ,33.7492902 ,○,,○,158,,48,,田辺市下川上222,
下宮代へき地集会所,宮代  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆,,,,,,,343,135.4854674 ,33.9103577 ,,,,42,,13,,田辺市龍神村　宮代-1,
温水集会所,本宮,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,土砂災害予測地域　浸水予測地域　,☆,,,,,,,77,135.7713550 ,33.8412350 ,,,,,,63,,田辺市本宮町　本宮1014,
宇立集会所,鮎川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　,☆,,耐震　,,,,,56,135.4970931 ,33.7338904 ,,,,33,,10,,田辺市鮎川836-1,
稲成保育所,稲成 むつみ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆,☆☆☆,耐震　,有,○,,毛布,6,135.3754718 ,33.7468941 ,,,,346,,105,,田辺市稲成町701-22,
稲成小学校,稲成 むつみ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　,☆,☆☆☆,耐震　,有,○,○,毛布・アルミマット・防水シートなど,41,135.3759596 ,33.7499353 ,,,,1719,,521,,田辺市稲成町780,
もとまち保育所,天神崎 上の山,,,津波時は天神団地方面,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　地震　,津波浸水予測地域,☆☆☆,,耐震　,有,○,,毛布,6,135.3623315 ,33.7342918 ,,,,643,,195,,田辺市天神崎3-28,
まろみ保育所,上万呂 中万呂  下万呂,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　津波,,☆☆☆,,,,,,,14,135.3994959 ,33.7381487 ,,,,303,,92,,田辺市中万呂6,
ひがしコミュニティセンター,新万  南新万  あけぼの 新庄町,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　地震　津波,,☆☆☆,☆☆☆,耐震　,有,○,,毛布,37,135.3990275 ,33.7301156 ,,,,438,,133,,田辺市南新万28-1,
はやざと保育所,芳養町,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　高潮　地震　津波,土砂災害予測地域　浸水予測地域　,☆,☆☆☆,,有,○,,毛布,15,135.3514506 ,33.7545367 ,,,,260,,79,,田辺市芳養町1774-9,
とみさと交流館,下川下  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,,,,,180,135.5850298 ,33.7424656 ,,,,165,,50,,田辺市下川下982,
旧三里中学校,大居  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,,有,○,○,非常食・毛布など,118,135.7645947 ,33.8614833 ,,,,339,,103,,田辺市本宮町　大居1651,
田辺市高齢者複合施設たきの里,,,,,田辺市,福祉避難所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,,,,,,,,135.4009389 ,33.6993611 ,,,,,,,,田辺市たきない町22-1,
高山集会所,高山,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,70,135.7964187 ,33.8290935 ,,,,122,,37,,田辺市本宮町　高山363-1,
小津荷集会所,小津荷  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,,,,,56,135.8059396 ,33.8284225 ,,,,42,,13,,田辺市本宮町　小津荷51-1,
旧静川小学校,静川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,,,,,,119,135.7454225 ,33.7956236 ,,,,128,,39,,田辺市本宮町　静川727-1,
田代集会所,田代  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,49,135.7687519 ,33.8075083 ,,,,49,,15,,田辺市本宮町　田代242,
本宮小学校,耳打,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆☆☆,,耐震　,,,,,60,135.7823746 ,33.8143178 ,,,,237,,72,,田辺市本宮町　耳打499,
請川高齢者支援ハウス,請川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,,,,,67,135.7830424 ,33.8234405 ,,,,52,,16,,田辺市本宮町　請川46-1,
祐川寺,請川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,,,,,60,135.7888099 ,33.8207583 ,,,,66,,20,,田辺市本宮町　請川374,
大津荷集会所,大津荷  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,有,○,○,非常食・毛布など,89,135.8030791 ,33.8251025 ,,,,49,,15,,田辺市本宮町　大津荷126,
三区集会所,武住  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,,,,,,291,135.7113842 ,33.8107696 ,,,,165,,50,,田辺市本宮町　武住76-2,
旧皆地小学校（僻地集会所）,皆地  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆,,,,,,,154,135.7289862 ,33.8083033 ,,,,247,,75,,田辺市本宮町　皆地413,
旧四村川小学校,下湯川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,,,,,,56,135.7538060 ,33.8226853 ,,,,214,,65,,田辺市本宮町　下湯川479,
下湯川集会所,下湯川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,119,135.7519594 ,33.8227471 ,,,,92,,28,,田辺市本宮町　下湯川275,
渡瀬コミュニティー消防センター,渡瀬  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,有,○,○,非常食・毛布など,49,135.7602507 ,33.8188276 ,,,,66,,20,,田辺市本宮町　渡瀬861-2,
上地集会所,本宮,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,,☆☆☆,,,,,,,75,135.7729600 ,33.8372797 ,,,,,,30,,田辺市本宮町　本宮605,
本宮町民センター,本宮  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,,,,,,67,135.7722937 ,33.8416057 ,,,,207,,63,,田辺市本宮町　本宮1048-58,
本宮保健福祉総合センター,本宮,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,,,,,60,135.7718684 ,33.8381338 ,,,,432,,131,,田辺市本宮町　本宮921-2,
本宮中学校,本宮,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,毛布など,89,135.7692645 ,33.8370528 ,○,,○,762,,231,,田辺市本宮町　本宮730,
下向集会所,大居,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,,☆☆☆,,耐震　,,,,,291,135.7770389 ,33.8507056 ,,,,,,24,,田辺市本宮町　大居3382-1,
東光院,大居  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,,☆☆,,,,,,,154,135.7747194 ,33.8573667 ,,,,,,,,田辺市本宮町　大居951-1,
竹の本集会所,伏拝  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,,,,,105,135.7592793 ,33.8646243 ,,,,118,,36,,田辺市本宮町　伏拝853-1,
萩集会所,伏拝  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　,☆,,耐震　,,,,,59,135.7571005 ,33.8673526 ,,,,108,,33,,田辺市本宮町　伏拝1057-2,
上切原山振センター,上切原,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,,☆☆,,,,,,,103,135.7749850 ,33.8684960 ,,,,,,51,,田辺市本宮町　上切原570,
八木尾集会所,切畑,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,,☆☆☆,,耐震　,,,,,88,135.7597889 ,33.8778911 ,,,,,,18,,田辺市本宮町　切畑1260-1,
三里小学校,伏拝,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,土砂災害予測地域　,☆,,,,,,発電機,97,135.7563025 ,33.8674061 ,○,,○,191,,58,,田辺市本宮町　伏拝966,
あすなろ木守の郷,木守  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,425,135.6412469 ,33.7058970 ,,,,396,,120,,田辺市木守339,
熊野集会所,熊野  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,有,○,,発電機など,272,135.6078088 ,33.7076374 ,○,,○,52,,16,,田辺市熊野632-1,
三川福祉センター,向山,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,206,135.5723387 ,33.7034493 ,,,,448,,136,,田辺市向山354-1,
深谷集会所,深谷  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,,有,○,,発電機など,159,135.5421221 ,33.7030542 ,○,,○,72,,22,,田辺市深谷58,
大塔総合文化会館,鮎川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,,,,,49,135.4898877 ,33.7295711 ,,,,910,,276,,田辺市鮎川2567-1,
ちかの保育園,近露,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,発電機など,299.9,135.6089516 ,33.8144814 ,○,,,181,,55,,田辺市中辺路町　近露1181,
近野小学校,近露,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,発電機など,343.1,135.6114704 ,33.8172096 ,○,,○,1277,,387,,田辺市中辺路町　近露1061,
二川体育館,川合  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,発電機など,121,135.5243261 ,33.8015805 ,○,,○,1296,,393,,田辺市中辺路町　川合1448,
中辺路コミュニティセンター,栗栖川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,,☆☆☆,,耐震　,,,,,107.8,135.5181439 ,33.7927949 ,,,,894,,271,,田辺市中辺路町　栗栖川402-1,
くりすがわ保育園,栗栖川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,,,,,110.7,135.5179906 ,33.7938857 ,,,,257,,78,,田辺市中辺路町　栗栖川486,
中辺路福祉センター,栗栖川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,105.5,135.5165488 ,33.7906357 ,,,,264,,80,,田辺市中辺路町　栗栖川329-1,
中辺路保健センター,栗栖川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,発電機など,105.5,135.5168096 ,33.7907488 ,○,,○,264,,80,,田辺市中辺路町　栗栖川329-1,
熊野の郷古道ヶ丘体育館,栗栖川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,,☆☆☆,,,,,,,182.8,135.5085854 ,33.7852164 ,,,,709,,215,,田辺市中辺路町　栗栖川844-100,
中辺路中学校,栗栖川,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,発電機など,134,135.5163300 ,33.7932112 ,○,,○,1617,,490,,田辺市中辺路町　栗栖川474,
中辺路小学校,栗栖川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,発電機など,96.9,135.5090563 ,33.7878468 ,○,,○,1290,,391,,田辺市中辺路町　栗栖川78,
上地集会所,野中  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,,有,○,,発電機など,500,135.6400272 ,33.8302571 ,○,,○,33,,10,,田辺市中辺路町　野中291-1,
野中老人会館,野中  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,有,○,,発電機など,458.1,135.6285576 ,33.8243919 ,○,,○,66,,20,,田辺市中辺路町　野中988,
裏地集会所,野中  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,発電機など,385.7,135.6295042 ,33.8222613 ,○,,○,56,,17,,田辺市中辺路町　野中993,
大畑会館,野中,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,土砂災害予測地域　,☆,,,有,○,,発電機など,467,135.6212181 ,33.8214144 ,○,,○,36,,11,,田辺市中辺路町　野中2023-2,
近露老人憩いの家,近露  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆,,,,,,,320.7,135.6093407 ,33.8170426 ,,,,135,,41,,田辺市中辺路町　近露206-1,
木の下集会所,近露  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,298,135.6091336 ,33.8141121 ,,,,75,,23,,田辺市中辺路町　近露1190-1,
近露道中集会所,近露  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,287.8,135.6066491 ,33.8141659 ,,,,75,,23,,田辺市中辺路町　近露1146,
柿平集会所,近露  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,295,135.6083189 ,33.8074091 ,,,,82,,25,,田辺市中辺路町　近露2137-1,
福定集会所,福定,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,土砂災害予測地域　,☆,,,有,○,,発電機など,175.4,135.5581445 ,33.8186733 ,○,,○,82,,25,,田辺市中辺路町　福定459,
長寿の館,大川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,発電機など,139.4,135.5402835 ,33.8102956 ,○,,○,62,,19,,田辺市中辺路町　大川68-3,
大川集会所,大川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,,,,,,154.2,135.5498817 ,33.8117864 ,,,,155,,47,,田辺市中辺路町　大川540-11,
小松原集会所,小松原  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,有,○,,発電機など,223,135.5381292 ,33.8397825 ,○,,○,66,,20,,田辺市中辺路町　小松原149,
温川多目的研修集会施設,温川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,土砂災害予測地域　,☆,,,有,○,,発電機など,163.9,135.5224126 ,33.8267640 ,○,,○,82,,25,,田辺市中辺路町　温川450-1,
川合集会所,川合  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,,,,,114,135.5253005 ,33.8004970 ,,,,89,,27,,田辺市中辺路町　川合1444-1,
高原多目的集会所,高原  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,有,○,,発電機など,320.6,135.5313413 ,33.7958037 ,○,,○,69,,21,,田辺市中辺路町　高原909,
内井川集会所,内井川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,,有,○,,発電機など,199.9,135.5047002 ,33.8302337 ,○,,○,52,,16,,田辺市中辺路町　内井川485,
上芝上会館,栗栖川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,,,,,,109,135.5182576 ,33.7936240 ,,,,52,,16,,田辺市中辺路町　栗栖川481-1,
上芝下会館,栗栖川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,103,135.5186038 ,33.7914682 ,,,,52,,16,,田辺市中辺路町　栗栖川376-6,
中芝会館,栗栖川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,98.8,135.5145020 ,33.7883059 ,,,,92,,28,,田辺市中辺路町　栗栖川142-13,
下芝多目的集会所,栗栖川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,,,,,97.6,135.5101907 ,33.7880942 ,,,,122,,37,,田辺市中辺路町　栗栖川100-3,
下芝会館,栗栖川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,,,,,,96.5,135.5091875 ,33.7883494 ,,,,52,,16,,田辺市中辺路町　栗栖川84-1,
澤・水上集会所,水上  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,有,○,,発電機など,213.9,135.4880237 ,33.8210987 ,○,,○,56,,17,,田辺市中辺路町　澤69-1,
熊野川集会所,熊野川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,,有,○,,発電機など,163.1,135.4956839 ,33.8063053 ,○,,○,19,,6,,田辺市中辺路町　熊野川55,
小皆公民館,小皆  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,有,○,,発電機など,130.4,135.5022364 ,33.7957822 ,○,,○,39,,12,,田辺市中辺路町　小皆553,
峰公民館,栗栖川  ,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,有,○,,発電機など,221.9,135.5016389 ,33.7789455 ,○,,○,26,,8,,田辺市中辺路町　栗栖川1081-1,
中辺路郷土文化交流館,大内川,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,発電機など,273.4,135.5647538 ,33.7795643 ,○,,○,132,,40,,田辺市中辺路町　大内川522,
石船集会所,石船,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆☆☆,,耐震　,有,○,,発電機など,180.5,135.5269020 ,33.7694088 ,○,,○,95,,29,,田辺市中辺路町　石船240-2,
中辺路農山村伝統芸能継承保存館,真砂  ,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　浸水予測地域　,☆,,耐震　,有,○,,発電機など,97,135.4993829 ,33.7615924 ,○,,○,69,,21,,田辺市中辺路町　真砂196,
西谷公民館,西谷,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,土砂災害予測地域　,☆,,,有,○,,発電機など,187,135.4809452 ,33.7693186 ,○,,○,128,,39,,田辺市中辺路町　西谷580,
北郡集落センター,北郡,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,,発電機など,117.9,135.5015562 ,33.7555841 ,○,,○,118,,36,,田辺市中辺路町　北郡829,
咲楽小学校,福井,,,,田辺市,避難所を兼ねる避難場所,洪水　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,,253,135.4436892 ,33.8840379 ,,,,716,,217,,田辺市龍神村　福井,
龍神市民センター,安井,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,,,,,327,135.4752693 ,33.8913384 ,,,,1128,,342,,田辺市龍神村　安井-6,
龍神行政局,西,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,,☆☆☆,,耐震　,有,○,○,非常食・毛布・防水シートなど,316,135.4885401 ,33.8937883 ,○,,○,2108,,639,,田辺市龍神村　西,
龍神小学校,湯ノ又,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,有,○,,,385,135.5542176 ,33.9355214 ,,,,712,,216,,田辺市龍神村　湯ノ又,
大熊コミュニティーセンター,龍神,,,,田辺市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　,土砂災害予測地域　,☆,,耐震　,有,○,,,504,135.5606304 ,33.9938935 ,,,,508,,154,,田辺市龍神村　龍神-5,
JR線路沿い高台,芳養松原  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,15.7,135.3534750 ,33.7496370 ,,,,,,,,田辺市芳養松原２丁目,
JR芳養駅裏高台,芳養松原  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,13,135.3556930 ,33.7471450 ,,,,,,,,田辺市芳養松原２丁目1210-1,
水産試験場跡裏高台,目良  ,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,25,135.3553180 ,33.7312010 ,,,,,,,,田辺市目良1546-1,
目良川崎造船所裏高台,目良,,,,田辺市,避難場所,津波,,,☆☆☆,,,,,,30,135.3530970 ,33.7299610 ,,,,,,,,田辺市目良1546,
