"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"河南地区避難拠点地","宮崎","","有田市","広域避難場所","津波　","","","☆☆☆","","","","","",160,135.116652,34.0730477,"","","",0,2000,0,3000,"有田市宮崎町1052-13","","",""
"河北地区避難拠点地","港・初島","","有田市","広域避難場所","津波　","","","☆☆☆","","","","","",26,135.114305,34.0903618,"","","",0,1000,0,1000,"有田市初島町　里2409-1","","",""
"※沿岸部からの退避","※沿岸部からの退避","※沿岸部からの退避","有田市","広域避難場所","津波　","","☆☆☆","☆☆☆","","","","","",0,135.0881202,34.07138093,"","","",0,0,0,0,"有田市宮崎町1843-0","","",""
"宮原公民館","宮原","","有田市","避難所","","土砂災害予測地域　浸水予測地域　","","","非耐震","有","○","○","毛布",8.6,135.175267,34.0802,"","","",530,0,150,0,"有田市宮原町新町189-1","","指定避難所",""
"宮崎公民館","宮崎","","有田市","避難所","","土砂災害予測地域　浸水予測地域　津波浸水予測地域","","","非耐震","有","○","○","毛布",1,135.1053722,34.07966157,"","","",540,0,150,0,"有田市宮崎町486-2","","指定避難所",""
"古江見老人憩いの家","中央","","有田市","避難所","","土砂災害予測地域　浸水予測地域　津波浸水予測地域","","","非耐震","","","","",1.8,135.1245641,34.07922575,"","","",334.4,0,100,0,"有田市古江見187-0","","指定避難所",""
"港会館","港町","","有田市","避難所","","土砂災害予測地域　津波浸水予測地域","","","耐震　","","","","",4.1,135.1127916,34.08905798,"","","",656,0,100,0,"有田市港町63-2","","指定避難所",""
"港町公民館","港町","","有田市","避難所","","土砂災害予測地域　浸水予測地域　津波浸水予測地域","","","非耐震","有","○","○","毛布",2,135.1096195,34.08682293,"","","",519.4,0,100,0,"有田市港町511-0","","指定避難所",""
"砂浜会館","初島","","有田市","避難所","","土砂災害予測地域　","","","耐震　","","","","",6.8,135.112396,34.0976301,"","","",530,0,50,0,"有田市初島町　浜1792-0","","指定避難所",""
"糸我公民館","糸我","","有田市","避難所","","土砂災害予測地域　浸水予測地域　","","","非耐震","有","○","○","毛布",9,135.175237,34.0674226,"","","",617.6,0,100,0,"有田市糸我町　中番408-2","","指定避難所",""
"初島公民館","初島","","有田市","避難所","","","","","非耐震","有","○","○","毛布",3,135.116451,34.0998542,"","","",673.7,0,100,0,"有田市初島町　浜1367-3","","指定避難所",""
"小豆島老人憩いの家","中央","","有田市","避難所","","土砂災害予測地域　浸水予測地域　津波浸水予測地域","","","耐震　","","","","",3.3,135.1195855,34.07900278,"","","",95.83,0,50,0,"有田市宮崎町1195-0","","指定避難所",""
"須谷会館","宮原","","有田市","避難所","","浸水予測地域　","","","耐震　","","","","",11.1,135.1860536,34.07399898,"","","",482,0,100,0,"有田市宮原町須谷296-1","","指定避難所",""
"千田老人憩いの家","保田","","有田市","避難所","","土砂災害予測地域　浸水予測地域　津波浸水予測地域","","","耐震　","","","","",9.1,135.1406806,34.06538851,"","","",204.8,0,100,0,"有田市千田1255-0","","指定避難所",""
"男浦コミュニティセンター","宮崎","","有田市","避難所","","土砂災害予測地域　浸水予測地域　津波浸水予測地域","","","耐震　","","","","",3.1,135.09245,34.0748126,"","","",231,0,150,0,"有田市宮崎町2496-100","","指定避難所",""
"道会館","宮原","","有田市","避難所","","浸水予測地域　","","","耐震　","","","","",10.7,135.1756558,34.08298439,"","","",60,0,50,0,"有田市宮原町道21-0","","指定避難所",""
"保田公民館","保田","","有田市","避難所","","浸水予測地域　","","","非耐震","有","○","○","毛布",0,135.1470518,34.07609569,"","","",426.9,0,100,0,"有田市辻堂533-1","","指定避難所",""
"北原会館","初島","","有田市","避難所","","浸水予測地域　","","","耐震　","","","","",3.1,135.120611,34.1007913,"","","",192,0,50,0,"有田市初島町　里1207-11","","指定避難所",""
"箕島区民集会所","箕島","","有田市","避難所","","浸水予測地域　津波浸水予測地域","","","耐震　","","","","",1.8,135.1173078,34.08662106,"","","",184,0,50,0,"有田市箕島627-1","","指定避難所",""
"箕島公民館","箕島","","有田市","避難所","","浸水予測地域　","","","非耐震","有","○","○","毛布",1.8,135.117236,34.0867608,"","","",541.3,0,100,0,"有田市箕島627-1","","指定避難所",""
"矢櫃公民館","宮崎","","有田市","避難所","","土砂災害予測地域　津波浸水予測地域","","","耐震　","","","","",41.2,135.0902541,34.07014057,"","","",99.3,0,50,0,"有田市宮崎町1668-0","","指定避難所",""
"里中央コミュニティセンター","初島","","有田市","避難所","","浸水予測地域　","","","耐震　","","","","",2.6,135.120389,34.098441,"","","",233.8,0,100,0,"有田市初島町　里1796-2","","指定避難所",""
"辰ヶ浜ふれあいセンター","宮崎","","有田市","避難所","","浸水予測地域　津波浸水予測地域","","","耐震　","","","","",0,135.098378,34.0811117,"","","",252,0,80,0,"有田市宮崎町2342-437","","指定避難所",""
"逢井集会所","中央","","有田市","避難所","","土砂災害予測地域　津波浸水予測地域","","","耐震　","","","","",0,135.1043285,34.07164424,"","","",60,0,50,0,"有田市宮崎町1384-0","","指定避難所",""
"保田保育所","保田","","有田市","避難所","","浸水予測地域　","","","耐震　","","","","",4.5,135.145504,34.07789196,"","","",909,0,150,0,"有田市辻堂476-0","","指定避難所",""
"箕島保育所","箕島","","有田市","避難所","","浸水予測地域　津波浸水予測地域","","","耐震　","","","","",2,135.1264516,34.08644513,"","","",768,0,100,0,"有田市箕島123-0","","指定避難所",""
"宮原保育所","宮原","","有田市","避難所","","浸水予測地域　","","","耐震　","","","","",8,135.1754692,34.08025765,"","","",958,0,150,0,"有田市宮原町新町190-0","","指定避難所",""
"古江見保育所","中央","","有田市","避難所","","浸水予測地域　津波浸水予測地域","","","耐震　","","","","",1.8,135.1242151,34.08051229,"","","",491,0,160,0,"有田市古江見152-0","","指定避難所",""
"山地コミュニティセンター","中央","","有田市","避難所","","土砂災害予測地域　浸水予測地域　","","","耐震　","","","","",2.7,135.1330662,34.07228993,"","","",185.2,0,120,0,"有田市山地145-3","","指定避難所",""
"糸我保育所","糸我","","有田市","避難所","","浸水予測地域　","","","耐震　","","","","",10,135.1752005,34.06709367,"","","",277,0,100,0,"有田市糸我町　中番408-3","","指定避難所",""
"有田市民体育館","初島　港","","有田市","避難所","","津波浸水予測地域","","","","","","","",0,135.1063506,34.09201379,"","","",0,0,380,1139,"有田市初島町　浜1756-5","","指定避難所","指定緊急避難場所"
"そとはま保育所","港","","有田市","避難所","","津波浸水予測地域","","","耐震　","","","","",0,135.106748,34.09147,"","","",0,0,340,0,"有田市港町280-32","","指定避難所",""
"箕島中学校運動場","箕島","","有田市","広域避難場所","地震　","浸水予測地域　津波浸水予測地域","","","","有","○","○","",2.1,135.126092,34.083706,"○","○","",0,11776,250,0,"有田市箕島79-0","","指定緊急避難場所",""
"箕島高校運動場","箕島","","有田市","広域避難場所","地震　","浸水予測地域　津波浸水予測地域","","","","","","","",4,135.129979,34.0830525,"","","",0,14218,1000,0,"有田市箕島55-0","","指定緊急避難場所",""
"箕島小学校運動場","箕島","","有田市","広域避難場所","地震　","浸水予測地域　津波浸水予測地域","","","","有","○","○","",1.9,135.1227322,34.0847735,"○","○","",0,6630,500,0,"有田市箕島155-0","","指定緊急避難場所",""
"保田小学校運動場","保田","","有田市","広域避難場所","地震　","浸水予測地域　","","","","有","○","○","",4.5,135.1459543,34.0781578,"○","○","",0,6737,300,0,"有田市辻堂474-0","","指定緊急避難場所",""
"保田中学校運動場","保田","","有田市","広域避難場所","地震　","浸水予測地域　","","","","有","○","○","",4.5,135.1470224,34.0776789,"○","○","",0,10883,300,0,"有田市辻堂468-0","","指定緊急避難場所",""
"初島中学校運動場","初島","","有田市","広域避難場所","地震　","土砂災害予測地域　浸水予測地域　","","","","有","○","○","",2.9,135.122345,34.1002282,"○","○","",0,5108,300,0,"有田市初島町　里1350-1","","指定緊急避難場所",""
"JXTGエネルギー㈱竹田グラウンド","初島","","有田市","広域避難場所","地震　","浸水予測地域　","","","","","","","",6,135.1222721,34.0989433,"","","",0,9800,0,0,"有田市初島町　里1266-1","","指定緊急避難場所",""
"初島小学校運動場","初島","","有田市","広域避難場所","地震　","浸水予測地域　","","","","有","○","○","",2.3,135.118341,34.0991354,"○","○","",0,7673,250,0,"有田市初島町　里1242-0","","指定緊急避難場所",""
"糸我小学校運動場","糸我","","有田市","広域避難場所","地震　","浸水予測地域　","","","","有","○","○","",10.2,135.1770847,34.0675579,"○","○","",0,4579,200,0,"有田市糸我町　中番330-0","","指定緊急避難場所",""
"港小学校運動場","港町","","有田市","広域避難場所","地震　","","","","","有","○","○","",3.5,135.1096786,34.0908937,"○","○","",0,8380,350,0,"有田市港町261-0","","指定緊急避難場所",""
"マツゲン有田球場","宮崎","","有田市","広域避難場所","地震　","津波浸水予測地域","","","","","","","",3.8,135.091451,34.075058,"","","",0,9039,0,0,"有田市宮崎町2497-2","","指定緊急避難場所",""
"田鶴小学校運動場","宮崎","","有田市","広域避難場所","地震　","土砂災害予測地域　","","","","","","","",5.1,135.0972765,34.0771873,"○","○","",0,5316,300,0,"有田市宮崎町2131-0","","指定緊急避難場所",""
