"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"周参見小学校体育館","本城・堀地","","すさみ町","広域避難場所","洪水　崖崩れ・土石流及び地滑り　","土砂災害予測地域　津波浸水予測地域","☆☆☆","","耐震　","","","","",0,135.522475756193,33.5629642859899,"","","",0,0,100,0,"すさみ町周参見0-0","",""
"道の駅すさみ","江住区、江須ノ川区","","すさみ町","広域避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆☆☆","☆☆☆","耐震　","","","","",0,135.5994888,33.52002986,"","","",0,0,100,100,"すさみ町江住808-1","",""
"農村活性化センター","立野区・原区","","すさみ町","広域避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　","土砂災害予測地域　浸水予測地域　津波浸水予測地域","☆☆☆","☆☆☆","","","","","",0,135.5253133,33.56225294,"","","",0,0,15,100,"すさみ町周参見2820-1","",""
"すさみ町避難ビル","石橋　田中　本城　堀地","","すさみ町","広域避難場所","洪水　高潮　内水氾濫　地震　津波　","","","☆☆","耐震　","有","○","○","",0,135.497684,33.55120604,"○","","○",0,0,100,300,"すさみ町周参見4027-0","",""
"周参見保育所","立野","","すさみ町","福祉避難所","","","","","","","","","",0,135.522475756193,33.5629642859899,"","","",0,0,20,0,"すさみ町周参見2871-0","",""
"平松津波避難タワー","平松区","","すさみ町","避難場所","地震　津波　","津波浸水予測地域","","☆","耐震　","","","","",13.2,135.493238,33.5512589,"","","",0,50,0,100,"すさみ町周参見2305-0","",""
"地域福祉センター","","","すさみ町","福祉避難所","","土砂災害予測地域　","","","","","","","",0,135.4956231,33.54992308,"","","",0,0,80,0,"すさみ町周参見4133-0","",""
"大関地集会所","大関地","","すさみ町","避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　","","☆☆☆","☆☆☆","","","","","",0,135.504288,33.55938,"","","",0,0,40,40,"すさみ町周参見2552-1","",""
"入松集会所","入松","","すさみ町","避難場所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　","土砂災害予測地域　","☆","☆☆☆","","","","","",0,135.495457,33.570513,"","","",0,0,20,20,"すさみ町周参見1146-6","",""
"けんゆう苑","","","すさみ町","福祉避難所","崖崩れ・土石流及び地滑り　内水氾濫　津波　","","","","","","","","",0,135.6008513,33.50547151,"","","",0,0,100,0,"すさみ町江住800-0","",""
"吉田組プラント付近県道","江住","津波避難目標地点","すさみ町","避難場所","津波　","","","☆☆☆","","","","","",15,135.602579,33.5140515,"","","",0,0,0,50,"すさみ町江住1244-0","",""
"個人宅付近高台","江須之川","津波避難目標地点","すさみ町","避難場所","津波　","","","☆☆☆","","","","","",18,135.588844,33.5103964,"","","",0,0,0,20,"すさみ町江住270-1","",""
"中山","里野","津波避難目標地点","すさみ町","避難場所","津波　","","","☆☆☆","","","","","",23,135.627505,33.5112714,"","","",0,0,0,30,"すさみ町里野421-0","",""
"正福寺駐車場付近","里野","津波避難目標地点","すさみ町","避難場所","津波　","","","☆☆☆","","","","","",19,135.627321,33.513766,"","","",0,0,0,20,"すさみ町里野0-0","",""
"個人宅付近","里野","津波避難目標地点","すさみ町","避難場所","津波　","","","☆☆☆","","","","","",18,135.625362,33.5122854,"","","",0,0,0,20,"すさみ町里野0-0","",""
"公営住宅江住団地西高台","江住","津波避難目標地点","すさみ町","避難場所","津波　","","","☆☆☆","","","","","",27,135.602798,33.5094224,"","","",0,0,0,50,"すさみ町江住0-0","",""
